Image ID,Penultimate_Output,GT_Value
01231__00059,"[array([[0.6614121, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
01231__00060,"[array([[0.56301147, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
01231__00061,"[array([[0.4311899 , 0.        , 0.14943767, 0.        ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
01231__00062,"[array([[0.54580146, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
01231__00063,"[array([[1.2085142, 2.0628178, 0.       , 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
01231__00064,"[array([[1.6496769, 3.5811288, 0.       , 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
01231__00065,"[array([[1.5728831, 3.7796614, 0.       , 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
01231__00066,"[array([[1.5483146, 3.52153  , 0.       , 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
01231__00067,"[array([[1.5960443, 3.726941 , 0.       , 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
01231__00068,"[array([[1.7201264, 3.2122898, 0.       , 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
01231__00069,"[array([[0.63800794, 1.1024815 , 0.        , 0.        ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
01231__00070,"[array([[0.48928797, 1.5827386 , 0.07930157, 0.        ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
01231__00071,"[array([[0.36167085, 1.6331353 , 0.03856334, 0.        ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
01231__00072,"[array([[0.35143125, 1.6005467 , 0.        , 0.        ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
01231__00073,"[array([[0.51061636, 1.2173271 , 0.        , 0.        ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
01231__00074,"[array([[0.43592584, 1.3440827 , 0.05169186, 0.        ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
01231__00075,"[array([[0.478952  , 1.5522953 , 0.03593057, 0.        ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
01231__00076,"[array([[0.5442732, 1.4270198, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
01231__00077,"[array([[0.5380786, 1.4869586, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
01231__00078,"[array([[0.73330325, 1.8108933 , 0.        , 0.        ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
01231__00079,"[array([[0.8632902, 1.4428022, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
01231__00080,"[array([[0.579641, 1.397361, 0.      , 0.      ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
01231__00081,"[array([[0.5605407, 1.3096833, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
01231__00082,"[array([[0.60620785, 1.9038341 , 0.11539784, 0.        ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
01231__00083,"[array([[0.32617486, 1.6954801 , 0.18227863, 0.        ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
01231__00084,"[array([[0.21141505, 1.6738772 , 0.19067383, 0.        ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
01231__00085,"[array([[0.21804953, 1.6936612 , 0.10482681, 0.        ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
01231__00086,"[array([[0.5274378 , 1.532228  , 0.10512871, 0.        ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
01231__00087,"[array([[1.765224  , 0.88929045, 0.        , 0.        ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
01231__00088,"[array([[1.8889039, 1.2498436, 0.       , 0.       ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
01231__00089,"[array([[1.7887986, 1.0650538, 0.       , 0.       ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
01231__00090,"[array([[1.793556 , 1.2170056, 0.       , 0.       ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
01231__00091,"[array([[1.6892291, 1.0203117, 0.       , 0.       ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
01231__00092,"[array([[1.7626851, 1.4492087, 0.       , 0.       ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
01231__00093,"[array([[1.6055858, 1.3353195, 0.       , 0.       ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
01231__00094,"[array([[1.9337254, 1.3010718, 0.       , 0.       ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
01231__00095,"[array([[1.4816091, 1.2602433, 0.       , 0.       ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
01231__00096,"[array([[1.7385472, 1.5984405, 0.       , 0.       ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
01231__00097,"[array([[0.92860436, 1.1394953 , 0.        , 0.        ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
01231__00098,"[array([[1.8936024, 0.9330753, 0.       , 0.       ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
01231__00099,"[array([[1.8071012, 1.4898753, 0.       , 0.       ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
01231__00100,"[array([[1.726617 , 1.3381437, 0.       , 0.       ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
01231__00101,"[array([[1.4635147, 1.0785557, 0.       , 0.       ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
01231__00102,"[array([[1.7764652, 0.8161802, 0.       , 0.       ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
01231__00103,"[array([[0.       , 2.133385 , 0.8425456, 0.       ]], dtype=float32)]","[array([[ 2.9790466, -8.212639 ]], dtype=float32)]"
01231__00104,"[array([[0.        , 2.516406  , 0.85265887, 0.        ]], dtype=float32)]","[array([[ 2.9790466, -8.212639 ]], dtype=float32)]"
01231__00105,"[array([[0.        , 2.216118  , 0.87201285, 0.        ]], dtype=float32)]","[array([[ 2.9790466, -8.212639 ]], dtype=float32)]"
01231__00106,"[array([[0.       , 2.0397367, 0.6786778, 0.       ]], dtype=float32)]","[array([[ 2.9790466, -8.212639 ]], dtype=float32)]"
01231__00107,"[array([[0.        , 2.337658  , 0.80539465, 0.        ]], dtype=float32)]","[array([[ 2.9790466, -8.212639 ]], dtype=float32)]"
01231__00108,"[array([[0.       , 2.224573 , 0.4652016, 0.       ]], dtype=float32)]","[array([[ 2.9790466, -8.212639 ]], dtype=float32)]"
01231__00109,"[array([[0.        , 2.207564  , 0.76033103, 0.        ]], dtype=float32)]","[array([[ 2.9790466, -8.212639 ]], dtype=float32)]"
01231__00110,"[array([[0.       , 2.2345343, 0.7673049, 0.       ]], dtype=float32)]","[array([[ 2.9790466, -8.212639 ]], dtype=float32)]"
01231__00111,"[array([[0.        , 2.203875  , 0.44320425, 0.        ]], dtype=float32)]","[array([[ 2.9790466, -8.212639 ]], dtype=float32)]"
01231__00112,"[array([[0.        , 2.047576  , 0.85787153, 0.        ]], dtype=float32)]","[array([[ 2.9790466, -8.212639 ]], dtype=float32)]"
01231__00113,"[array([[0.        , 2.1623082 , 0.73444664, 0.        ]], dtype=float32)]","[array([[ 2.9790466, -8.212639 ]], dtype=float32)]"
01231__00114,"[array([[0.        , 2.2913961 , 0.76041317, 0.        ]], dtype=float32)]","[array([[ 2.9790466, -8.212639 ]], dtype=float32)]"
01231__00115,"[array([[0.        , 2.4015546 , 0.44399282, 0.        ]], dtype=float32)]","[array([[ 2.9790466, -8.212639 ]], dtype=float32)]"
01231__00116,"[array([[0.        , 1.92946   , 0.49838814, 0.        ]], dtype=float32)]","[array([[ 2.9790466, -8.212639 ]], dtype=float32)]"
01231__00117,"[array([[0.        , 1.9528563 , 0.8678254 , 0.00531054]], dtype=float32)]","[array([[ 2.9790466, -8.212639 ]], dtype=float32)]"
01231__00118,"[array([[0.       , 2.4653907, 0.386327 , 0.       ]], dtype=float32)]","[array([[ 2.9790466, -8.212639 ]], dtype=float32)]"
01231__00119,"[array([[0.02482569, 2.3422804 , 0.18869004, 0.        ]], dtype=float32)]","[array([[ 2.9790466, -8.212639 ]], dtype=float32)]"
01231__00120,"[array([[0.        , 2.4435618 , 0.22887596, 0.        ]], dtype=float32)]","[array([[ 2.9790466, -8.212639 ]], dtype=float32)]"
01231__00121,"[array([[0.7864527 , 3.7925618 , 0.37807974, 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01231__00122,"[array([[0.7162355 , 3.7213416 , 0.23692998, 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01231__00123,"[array([[0.83501774, 3.3487387 , 0.        , 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01231__00124,"[array([[0.75639606, 3.6192117 , 0.17831719, 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01231__00125,"[array([[0.5267011, 3.412314 , 0.2687432, 0.       ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01231__00126,"[array([[0.7189026, 3.2851012, 0.       , 0.       ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01231__00127,"[array([[0.9454993, 3.7507966, 0.       , 0.       ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01231__00128,"[array([[0.83390576, 3.8583705 , 0.02175763, 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01231__00129,"[array([[0.80911237, 4.248105  , 0.20622233, 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01231__00130,"[array([[0.61665773, 3.426255  , 0.1943765 , 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01231__00131,"[array([[0.93204415, 3.3615108 , 0.        , 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01231__00132,"[array([[1.2511021, 3.8269145, 0.       , 0.       ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01231__00133,"[array([[7.9652262e-01, 3.5825176e+00, 3.0635595e-03, 0.0000000e+00]],
      dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01231__00134,"[array([[0.96405935, 3.8897817 , 0.06365055, 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01231__00135,"[array([[0.8720515, 3.3042343, 0.       , 0.       ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01231__00136,"[array([[0.80439425, 3.5251777 , 0.02144557, 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01231__00137,"[array([[1.6515241, 0.6824436, 0.       , 0.       ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
01231__00138,"[array([[1.8205016, 0.5293505, 0.       , 0.       ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
01231__00139,"[array([[1.4647853, 1.0608357, 0.       , 0.       ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
01231__00140,"[array([[1.4607146 , 0.68396574, 0.        , 0.        ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
01231__00141,"[array([[1.1102786, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
01231__00142,"[array([[1.4050523 , 0.06869078, 0.        , 0.        ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
01231__00143,"[array([[1.0553982 , 0.26264971, 0.        , 0.        ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
01231__00144,"[array([[1.5240831 , 0.32671613, 0.        , 0.        ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
01231__00145,"[array([[1.4044249 , 0.38655418, 0.        , 0.        ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
01231__00146,"[array([[1.2621872, 0.5930196, 0.       , 0.       ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
01231__00147,"[array([[1.5404294 , 0.18630522, 0.        , 0.        ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
01231__00148,"[array([[0.7762696, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
01231__00149,"[array([[1.2404029 , 0.11916757, 0.        , 0.        ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
01231__00150,"[array([[1.105284, 0.      , 0.      , 0.      ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
01231__00151,"[array([[1.6586131, 0.1284337, 0.       , 0.       ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
01231__00152,"[array([[1.3305185, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
01231__00153,"[array([[0.        , 0.        , 0.40696934, 0.        ]], dtype=float32)]","[array([[ 2.4222019, -2.8266232]], dtype=float32)]"
01231__00154,"[array([[0.        , 0.        , 0.88948596, 0.        ]], dtype=float32)]","[array([[ 2.4222019, -2.8266232]], dtype=float32)]"
01231__00155,"[array([[0.       , 0.       , 0.8103949, 0.       ]], dtype=float32)]","[array([[ 2.4222019, -2.8266232]], dtype=float32)]"
01231__00156,"[array([[0.        , 0.3141932 , 0.67792785, 0.        ]], dtype=float32)]","[array([[ 2.4222019, -2.8266232]], dtype=float32)]"
01231__00157,"[array([[0.       , 0.       , 0.8478391, 0.       ]], dtype=float32)]","[array([[ 2.4222019, -2.8266232]], dtype=float32)]"
01231__00158,"[array([[0.       , 0.       , 0.7662257, 0.       ]], dtype=float32)]","[array([[ 2.4222019, -2.8266232]], dtype=float32)]"
01231__00159,"[array([[0.        , 0.16868168, 0.56730044, 0.        ]], dtype=float32)]","[array([[ 2.4222019, -2.8266232]], dtype=float32)]"
01231__00160,"[array([[0.        , 0.34093082, 0.9066808 , 0.        ]], dtype=float32)]","[array([[ 2.4222019, -2.8266232]], dtype=float32)]"
01231__00161,"[array([[0.        , 0.16244078, 0.42816624, 0.        ]], dtype=float32)]","[array([[ 2.4222019, -2.8266232]], dtype=float32)]"
01231__00162,"[array([[0.       , 0.       , 0.7309983, 0.       ]], dtype=float32)]","[array([[ 2.4222019, -2.8266232]], dtype=float32)]"
01231__00163,"[array([[0.        , 0.        , 0.59441674, 0.        ]], dtype=float32)]","[array([[ 2.4222019, -2.8266232]], dtype=float32)]"
01231__00164,"[array([[0.        , 0.08646846, 0.63045406, 0.        ]], dtype=float32)]","[array([[ 2.4222019, -2.8266232]], dtype=float32)]"
01231__00165,"[array([[0.       , 0.       , 0.6200384, 0.       ]], dtype=float32)]","[array([[ 2.4222019, -2.8266232]], dtype=float32)]"
01231__00166,"[array([[0.       , 0.       , 0.3791879, 0.       ]], dtype=float32)]","[array([[ 2.4222019, -2.8266232]], dtype=float32)]"
01231__00168,"[array([[0.        , 0.47521454, 0.48474517, 0.        ]], dtype=float32)]","[array([[ 2.4222019, -2.8266232]], dtype=float32)]"
01231__00169,"[array([[0.        , 0.        , 0.59758043, 0.        ]], dtype=float32)]","[array([[ 2.4222019, -2.8266232]], dtype=float32)]"
01231__00170,"[array([[0.62493867, 0.64214075, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.855378 , -3.7823489]], dtype=float32)]"
01231__00171,"[array([[0.63153374, 0.198295  , 0.        , 0.        ]], dtype=float32)]","[array([[ 1.855378 , -3.7823489]], dtype=float32)]"
01231__00172,"[array([[0.5250433 , 0.41823882, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.855378 , -3.7823489]], dtype=float32)]"
01231__00173,"[array([[0.3624339 , 0.73442596, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.855378 , -3.7823489]], dtype=float32)]"
01231__00174,"[array([[0.65359855, 0.88628525, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.855378 , -3.7823489]], dtype=float32)]"
01231__00175,"[array([[0.72671485, 0.43222028, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.855378 , -3.7823489]], dtype=float32)]"
01231__00176,"[array([[0.6417042, 0.4318124, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.855378 , -3.7823489]], dtype=float32)]"
01231__00177,"[array([[0.594329 , 0.3376702, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.855378 , -3.7823489]], dtype=float32)]"
01231__00178,"[array([[0.        , 0.62445825, 0.322018  , 0.        ]], dtype=float32)]","[array([[ 1.855378 , -3.7823489]], dtype=float32)]"
01231__00179,"[array([[0.06649399, 0.2822097 , 0.06776243, 0.        ]], dtype=float32)]","[array([[ 1.855378 , -3.7823489]], dtype=float32)]"
01231__00180,"[array([[0.        , 0.47355008, 0.0610666 , 0.        ]], dtype=float32)]","[array([[ 1.855378 , -3.7823489]], dtype=float32)]"
01231__00181,"[array([[0.06969404, 0.48332524, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.855378 , -3.7823489]], dtype=float32)]"
01231__00182,"[array([[0.6500243, 0.4848451, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.855378 , -3.7823489]], dtype=float32)]"
01231__00183,"[array([[0.9093486, 0.7325108, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.855378 , -3.7823489]], dtype=float32)]"
01231__00184,"[array([[0.9953718, 0.6499467, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.855378 , -3.7823489]], dtype=float32)]"
01231__00185,"[array([[0.6771169, 1.1673132, 0.       , 0.       ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
01231__00186,"[array([[0.5931823 , 0.99886787, 0.        , 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
01231__00187,"[array([[0.6121742, 1.084377 , 0.       , 0.       ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
01231__00188,"[array([[0.6279358, 1.0128086, 0.       , 0.       ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
01231__00189,"[array([[0.5550998, 1.0544145, 0.       , 0.       ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
01231__00190,"[array([[0.5125136, 1.5579077, 0.       , 0.       ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
01231__00191,"[array([[1.0636239, 1.3607656, 0.       , 0.       ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
01231__00192,"[array([[0.8063468 , 0.95342195, 0.        , 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
01231__00193,"[array([[0.31634712, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
01231__00194,"[array([[0.23310232, 0.4565375 , 0.        , 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
01231__00195,"[array([[0.47337323, 0.58731395, 0.        , 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
01231__00196,"[array([[0.        , 0.91631997, 0.5551822 , 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
01231__00197,"[array([[0.        , 1.3706295 , 0.54555285, 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
01231__00198,"[array([[0.        , 1.2591114 , 0.84231937, 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
01231__00199,"[array([[0.       , 1.4456801, 0.6086416, 0.       ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
01231__00200,"[array([[0.        , 1.3837062 , 0.60149646, 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
01231__00201,"[array([[0.        , 1.4041698 , 0.85619605, 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
01231__00202,"[array([[0.        , 1.2278632 , 0.92998505, 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
01231__00203,"[array([[0.       , 2.2329679, 0.8951472, 0.       ]], dtype=float32)]","[array([[ 3.0305905, -8.05397  ]], dtype=float32)]"
01231__00204,"[array([[0.       , 2.724528 , 0.8021306, 0.       ]], dtype=float32)]","[array([[ 3.0305905, -8.05397  ]], dtype=float32)]"
