Image ID,Penultimate_Output,GT_Value
02459__00048,"[array([[1.5202872, 2.191166 , 0.       , 0.       ]], dtype=float32)]","[array([[ 1.3886987, -5.3994803]], dtype=float32)]"
02459__00049,"[array([[0.89023733, 1.852798  , 0.7765913 , 0.        ]], dtype=float32)]","[array([[ 1.3886987, -5.3994803]], dtype=float32)]"
02459__00050,"[array([[0.76288223, 2.0121434 , 0.783859  , 0.        ]], dtype=float32)]","[array([[ 1.3886987, -5.3994803]], dtype=float32)]"
02459__00051,"[array([[0.9230722, 2.0040772, 0.744951 , 0.       ]], dtype=float32)]","[array([[ 1.3886987, -5.3994803]], dtype=float32)]"
02459__00052,"[array([[0.9271485 , 2.9770844 , 0.51146674, 0.        ]], dtype=float32)]","[array([[ 1.3102283, -7.56501  ]], dtype=float32)]"
02459__00053,"[array([[0.84012413, 3.2283957 , 0.88970363, 0.        ]], dtype=float32)]","[array([[ 1.3102283, -7.56501  ]], dtype=float32)]"
02459__00054,"[array([[0.9438414 , 3.161381  , 0.53488517, 0.        ]], dtype=float32)]","[array([[ 1.3102283, -7.56501  ]], dtype=float32)]"
02459__00055,"[array([[0.71965784, 2.8409438 , 0.7893791 , 0.        ]], dtype=float32)]","[array([[ 1.3102283, -7.56501  ]], dtype=float32)]"
02459__00056,"[array([[0.73462903, 2.719366  , 0.7803842 , 0.        ]], dtype=float32)]","[array([[ 1.3102283, -7.56501  ]], dtype=float32)]"
02459__00057,"[array([[0.89570385, 2.9418738 , 0.69151926, 0.        ]], dtype=float32)]","[array([[ 1.3102283, -7.56501  ]], dtype=float32)]"
02459__00058,"[array([[1.0979695 , 3.4287694 , 0.50465167, 0.        ]], dtype=float32)]","[array([[ 1.3102283, -7.56501  ]], dtype=float32)]"
02459__00059,"[array([[0.86734104, 3.3948255 , 0.7171875 , 0.        ]], dtype=float32)]","[array([[ 1.3102283, -7.56501  ]], dtype=float32)]"
02459__00060,"[array([[0.9292386, 2.9282823, 0.7116103, 0.       ]], dtype=float32)]","[array([[ 1.3102283, -7.56501  ]], dtype=float32)]"
02459__00061,"[array([[0.7875613, 2.8630567, 0.755527 , 0.       ]], dtype=float32)]","[array([[ 1.3102283, -7.56501  ]], dtype=float32)]"
02459__00062,"[array([[0.7756709, 3.3110058, 0.8921392, 0.       ]], dtype=float32)]","[array([[ 1.3102283, -7.56501  ]], dtype=float32)]"
02459__00063,"[array([[1.3780673, 3.0090616, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.3102283, -7.56501  ]], dtype=float32)]"
02459__00064,"[array([[0.70890975, 2.914874  , 0.7713249 , 0.        ]], dtype=float32)]","[array([[ 1.3102283, -7.56501  ]], dtype=float32)]"
02459__00065,"[array([[0.8106803 , 3.2238145 , 0.72405386, 0.        ]], dtype=float32)]","[array([[ 1.3102283, -7.56501  ]], dtype=float32)]"
02459__00066,"[array([[1.0443388 , 3.0370514 , 0.58829105, 0.        ]], dtype=float32)]","[array([[ 1.3102283, -7.56501  ]], dtype=float32)]"
02459__00067,"[array([[0.80387604, 2.8037517 , 0.8070152 , 0.        ]], dtype=float32)]","[array([[ 1.3102283, -7.56501  ]], dtype=float32)]"
02459__00068,"[array([[0.82498795, 3.100612  , 0.6295645 , 0.        ]], dtype=float32)]","[array([[ 1.3102283, -7.56501  ]], dtype=float32)]"
02459__00069,"[array([[1.9274205 , 0.99009216, 0.        , 0.        ]], dtype=float32)]","[array([[-0.9404578, -3.9802685]], dtype=float32)]"
02459__00070,"[array([[1.6947347, 1.3311605, 0.       , 0.       ]], dtype=float32)]","[array([[-0.9404578, -3.9802685]], dtype=float32)]"
02459__00071,"[array([[1.733268 , 1.3800689, 0.       , 0.       ]], dtype=float32)]","[array([[-0.9404578, -3.9802685]], dtype=float32)]"
02459__00072,"[array([[1.8258216, 1.4354463, 0.       , 0.       ]], dtype=float32)]","[array([[-0.9404578, -3.9802685]], dtype=float32)]"
02459__00073,"[array([[1.8289828, 1.3317307, 0.       , 0.       ]], dtype=float32)]","[array([[-0.9404578, -3.9802685]], dtype=float32)]"
02459__00074,"[array([[1.9469731, 1.1821027, 0.       , 0.       ]], dtype=float32)]","[array([[-0.9404578, -3.9802685]], dtype=float32)]"
02459__00075,"[array([[1.9373728, 1.2314857, 0.       , 0.       ]], dtype=float32)]","[array([[-0.9404578, -3.9802685]], dtype=float32)]"
02459__00076,"[array([[1.5128068, 1.7529712, 0.       , 0.       ]], dtype=float32)]","[array([[-0.9404578, -3.9802685]], dtype=float32)]"
02459__00077,"[array([[1.856718 , 0.9907129, 0.       , 0.       ]], dtype=float32)]","[array([[-0.9404578, -3.9802685]], dtype=float32)]"
02459__00078,"[array([[1.6661547, 0.8281784, 0.       , 0.       ]], dtype=float32)]","[array([[-0.9404578, -3.9802685]], dtype=float32)]"
02459__00079,"[array([[1.8320324, 1.3113315, 0.       , 0.       ]], dtype=float32)]","[array([[-0.9404578, -3.9802685]], dtype=float32)]"
02459__00080,"[array([[1.7745512 , 0.46796715, 0.        , 0.        ]], dtype=float32)]","[array([[-0.9404578, -3.9802685]], dtype=float32)]"
02459__00081,"[array([[1.5836524, 1.0834357, 0.       , 0.       ]], dtype=float32)]","[array([[-0.9404578, -3.9802685]], dtype=float32)]"
02459__00083,"[array([[1.7845919, 0.9889419, 0.       , 0.       ]], dtype=float32)]","[array([[-0.9404578, -3.9802685]], dtype=float32)]"
02459__00084,"[array([[1.8315656, 1.5677961, 0.       , 0.       ]], dtype=float32)]","[array([[-0.9404578, -3.9802685]], dtype=float32)]"
02459__00085,"[array([[1.6583753 , 0.90268105, 0.        , 0.        ]], dtype=float32)]","[array([[-0.9404578, -3.9802685]], dtype=float32)]"
02459__00086,"[array([[1.5604285, 1.432749 , 0.       , 0.       ]], dtype=float32)]","[array([[-0.9404578, -3.9802685]], dtype=float32)]"
02459__00087,"[array([[0.7009375 , 3.9505017 , 0.73467505, 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02459__00088,"[array([[0.7554912 , 3.9648035 , 0.78579354, 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02459__00089,"[array([[0.6439717, 4.5453024, 1.1554942, 0.       ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02459__00091,"[array([[0.72376597, 3.948507  , 0.8346951 , 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02459__00092,"[array([[0.8591143, 4.2803826, 0.8602774, 0.       ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02459__00093,"[array([[1.002762  , 4.2440395 , 0.45656642, 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02459__00094,"[array([[0.7338713 , 4.4853535 , 0.91988647, 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02459__00095,"[array([[0.70972663, 4.0242186 , 0.9726243 , 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02459__00096,"[array([[1.0261792, 4.326026 , 0.5395118, 0.       ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02459__00097,"[array([[0.5923094 , 4.084196  , 0.92033637, 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02459__00098,"[array([[0.8025937 , 4.164508  , 0.91212165, 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02459__00099,"[array([[1.1027837, 4.194514 , 0.3967789, 0.       ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02459__00100,"[array([[1.1195173 , 4.313773  , 0.34865972, 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02459__00101,"[array([[0.89836735, 4.2305965 , 0.8041545 , 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02459__00102,"[array([[0.8787644, 4.4150767, 0.8670963, 0.       ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02459__00103,"[array([[1.0247607, 4.0379605, 0.4154037, 0.       ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02459__00104,"[array([[0.8088532 , 3.4209645 , 0.76566863, 0.        ]], dtype=float32)]","[array([[ 1.2918006, -8.361933 ]], dtype=float32)]"
02459__00105,"[array([[0.80029684, 3.8459167 , 0.8707756 , 0.        ]], dtype=float32)]","[array([[ 1.2918006, -8.361933 ]], dtype=float32)]"
02459__00106,"[array([[0.91369766, 3.466334  , 0.6618267 , 0.        ]], dtype=float32)]","[array([[ 1.2918006, -8.361933 ]], dtype=float32)]"
02459__00107,"[array([[0.7818522, 3.548576 , 0.6002575, 0.       ]], dtype=float32)]","[array([[ 1.2918006, -8.361933 ]], dtype=float32)]"
02459__00108,"[array([[0.97395027, 3.9134612 , 0.6602498 , 0.        ]], dtype=float32)]","[array([[ 1.2918006, -8.361933 ]], dtype=float32)]"
02459__00109,"[array([[1.1750859 , 3.7418778 , 0.33680412, 0.        ]], dtype=float32)]","[array([[ 1.2918006, -8.361933 ]], dtype=float32)]"
02459__00110,"[array([[1.0169291 , 3.7749949 , 0.65074646, 0.        ]], dtype=float32)]","[array([[ 1.2918006, -8.361933 ]], dtype=float32)]"
02459__00111,"[array([[0.822709, 3.481625, 0.563974, 0.      ]], dtype=float32)]","[array([[ 1.2918006, -8.361933 ]], dtype=float32)]"
02459__00112,"[array([[0.7887794 , 3.2968152 , 0.68586576, 0.        ]], dtype=float32)]","[array([[ 1.2918006, -8.361933 ]], dtype=float32)]"
02459__00113,"[array([[0.791869 , 3.565725 , 0.7995174, 0.       ]], dtype=float32)]","[array([[ 1.2918006, -8.361933 ]], dtype=float32)]"
02459__00114,"[array([[0.7105278, 3.1627884, 0.5735096, 0.       ]], dtype=float32)]","[array([[ 1.2918006, -8.361933 ]], dtype=float32)]"
02459__00116,"[array([[0.6253884, 3.7893665, 0.9338641, 0.       ]], dtype=float32)]","[array([[ 1.2918006, -8.361933 ]], dtype=float32)]"
02459__00117,"[array([[0.72526157, 3.472658  , 0.80719495, 0.        ]], dtype=float32)]","[array([[ 1.2918006, -8.361933 ]], dtype=float32)]"
02459__00118,"[array([[1.029988  , 3.473591  , 0.64768267, 0.        ]], dtype=float32)]","[array([[ 1.2918006, -8.361933 ]], dtype=float32)]"
02459__00119,"[array([[1.0055203 , 3.805198  , 0.57906437, 0.        ]], dtype=float32)]","[array([[ 1.2918006, -8.361933 ]], dtype=float32)]"
02459__00120,"[array([[0.8163025 , 3.480845  , 0.68499184, 0.        ]], dtype=float32)]","[array([[ 1.2918006, -8.361933 ]], dtype=float32)]"
02459__00121,"[array([[1.0485342 , 3.8615415 , 0.60897326, 0.        ]], dtype=float32)]","[array([[ 0.45873067, -9.093909  ]], dtype=float32)]"
02459__00122,"[array([[1.0878474 , 4.011333  , 0.33805916, 0.        ]], dtype=float32)]","[array([[ 0.45873067, -9.093909  ]], dtype=float32)]"
02459__00123,"[array([[0.8701955 , 3.427488  , 0.62281764, 0.        ]], dtype=float32)]","[array([[ 0.45873067, -9.093909  ]], dtype=float32)]"
02459__00124,"[array([[0.9376392, 3.6582673, 0.6144613, 0.       ]], dtype=float32)]","[array([[ 0.45873067, -9.093909  ]], dtype=float32)]"
02459__00125,"[array([[1.3359523, 3.5199032, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.45873067, -9.093909  ]], dtype=float32)]"
02459__00126,"[array([[1.3968616, 4.0037107, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.45873067, -9.093909  ]], dtype=float32)]"
02459__00127,"[array([[1.4947026, 3.9067905, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.45873067, -9.093909  ]], dtype=float32)]"
02459__00128,"[array([[1.1437212 , 4.0015182 , 0.32686803, 0.        ]], dtype=float32)]","[array([[ 0.45873067, -9.093909  ]], dtype=float32)]"
02459__00129,"[array([[0.91425186, 3.9573967 , 0.63385165, 0.        ]], dtype=float32)]","[array([[ 0.45873067, -9.093909  ]], dtype=float32)]"
02459__00130,"[array([[1.3877301, 3.9038618, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.45873067, -9.093909  ]], dtype=float32)]"
02459__00131,"[array([[1.4967669, 3.7934794, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.45873067, -9.093909  ]], dtype=float32)]"
02459__00132,"[array([[1.1779996 , 3.7967656 , 0.13064888, 0.        ]], dtype=float32)]","[array([[ 0.45873067, -9.093909  ]], dtype=float32)]"
02459__00133,"[array([[0.87235004, 3.6483245 , 0.5417595 , 0.        ]], dtype=float32)]","[array([[ 0.45873067, -9.093909  ]], dtype=float32)]"
02459__00134,"[array([[1.325718  , 3.9031296 , 0.05630824, 0.        ]], dtype=float32)]","[array([[ 0.45873067, -9.093909  ]], dtype=float32)]"
02459__00135,"[array([[1.0766599 , 3.9664953 , 0.48259196, 0.        ]], dtype=float32)]","[array([[ 0.45873067, -9.093909  ]], dtype=float32)]"
02459__00136,"[array([[0.75937986, 3.810233  , 0.656927  , 0.        ]], dtype=float32)]","[array([[ 0.45873067, -9.093909  ]], dtype=float32)]"
02459__00137,"[array([[1.2987468 , 3.7380304 , 0.04143792, 0.        ]], dtype=float32)]","[array([[ 0.45873067, -9.093909  ]], dtype=float32)]"
02459__00138,"[array([[0.696196  , 2.829492  , 0.85417104, 0.        ]], dtype=float32)]","[array([[ 2.569498, -6.391898]], dtype=float32)]"
02459__00139,"[array([[0.4202261, 2.743351 , 1.0071734, 0.       ]], dtype=float32)]","[array([[ 2.569498, -6.391898]], dtype=float32)]"
02459__00140,"[array([[0.4923997, 2.5755901, 1.1196064, 0.       ]], dtype=float32)]","[array([[ 2.569498, -6.391898]], dtype=float32)]"
02459__00141,"[array([[0.5504339, 2.8061485, 1.000893 , 0.       ]], dtype=float32)]","[array([[ 2.569498, -6.391898]], dtype=float32)]"
02459__00142,"[array([[0.50575644, 3.1940281 , 1.1049759 , 0.        ]], dtype=float32)]","[array([[ 2.569498, -6.391898]], dtype=float32)]"
02459__00143,"[array([[0.57366365, 3.21176   , 0.9448793 , 0.        ]], dtype=float32)]","[array([[ 2.569498, -6.391898]], dtype=float32)]"
02459__00144,"[array([[0.5114625, 2.8234746, 0.9811082, 0.       ]], dtype=float32)]","[array([[ 2.569498, -6.391898]], dtype=float32)]"
02459__00145,"[array([[0.3926611, 2.7428846, 1.0684142, 0.       ]], dtype=float32)]","[array([[ 2.569498, -6.391898]], dtype=float32)]"
02459__00146,"[array([[0.57393205, 2.993631  , 0.9012705 , 0.        ]], dtype=float32)]","[array([[ 2.569498, -6.391898]], dtype=float32)]"
02459__00147,"[array([[0.3265196, 2.6539836, 1.1823562, 0.       ]], dtype=float32)]","[array([[ 2.569498, -6.391898]], dtype=float32)]"
02459__00148,"[array([[0.45519364, 2.9657116 , 1.049794  , 0.        ]], dtype=float32)]","[array([[ 2.569498, -6.391898]], dtype=float32)]"
02459__00149,"[array([[0.67440975, 2.7935834 , 0.8596518 , 0.        ]], dtype=float32)]","[array([[ 2.569498, -6.391898]], dtype=float32)]"
02459__00150,"[array([[0.623626 , 2.4512258, 0.9526404, 0.       ]], dtype=float32)]","[array([[ 2.569498, -6.391898]], dtype=float32)]"
02459__00151,"[array([[0.58431315, 2.6478229 , 0.93838704, 0.        ]], dtype=float32)]","[array([[ 2.569498, -6.391898]], dtype=float32)]"
02459__00152,"[array([[0.6394459 , 2.972897  , 0.83662164, 0.        ]], dtype=float32)]","[array([[ 2.569498, -6.391898]], dtype=float32)]"
02459__00153,"[array([[0.5272132 , 2.9669714 , 0.95413435, 0.        ]], dtype=float32)]","[array([[ 2.569498, -6.391898]], dtype=float32)]"
02459__00154,"[array([[0.53656214, 2.9712753 , 0.8877263 , 0.        ]], dtype=float32)]","[array([[ 2.569498, -6.391898]], dtype=float32)]"
02459__00155,"[array([[0.58272564, 0.6941843 , 0.9682734 , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02459__00157,"[array([[0.5590355, 1.3057714, 0.891286 , 0.       ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02459__00158,"[array([[0.5126293, 0.8565959, 1.1457797, 0.       ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02459__00159,"[array([[0.83091635, 1.0730481 , 0.7654536 , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02459__00160,"[array([[0.5742    , 0.77690256, 0.96535075, 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02459__00161,"[array([[0.59780365, 0.90351623, 0.8893901 , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02459__00163,"[array([[0.6117676 , 0.78327537, 0.9002247 , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02459__00164,"[array([[0.76992214, 0.8757483 , 0.76735127, 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02459__00165,"[array([[0.6643644 , 0.73816764, 0.9071857 , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02459__00166,"[array([[0.5267478, 0.8276309, 1.0742816, 0.       ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02459__00167,"[array([[0.53953636, 1.0955043 , 0.9670584 , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02459__00168,"[array([[0.6353821, 0.8771771, 0.8471923, 0.       ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02459__00169,"[array([[0.70049745, 0.5928233 , 0.860986  , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02459__00170,"[array([[0.59763515, 1.0883641 , 0.8778621 , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02459__00171,"[array([[0.6396128 , 0.83556724, 0.8675966 , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02459__00172,"[array([[0.42248785, 2.4321377 , 1.0168053 , 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
02459__00173,"[array([[0.2606629, 2.6263795, 1.0124023, 0.       ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
02459__00174,"[array([[0.24776661, 2.1968327 , 1.0602224 , 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
02459__00175,"[array([[0.37366736, 2.414797  , 1.2053381 , 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
02459__00176,"[array([[0.48198223, 2.2153783 , 0.9007236 , 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
02459__00177,"[array([[0.27060747, 2.56229   , 1.2494531 , 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
02459__00178,"[array([[0.51116794, 2.4478319 , 0.93762374, 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
02459__00179,"[array([[0.41607308, 2.6507044 , 1.0105704 , 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
02459__00180,"[array([[0.37233758, 2.4831104 , 0.96915126, 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
02459__00181,"[array([[0.13987923, 2.3427722 , 1.0526592 , 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
02459__00182,"[array([[0.30899835, 2.3091695 , 1.1120338 , 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
02459__00183,"[array([[0.41376662, 2.4290214 , 1.0154014 , 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
02459__00184,"[array([[0.46147585, 2.4918523 , 0.9785696 , 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
02459__00185,"[array([[0.5424603, 2.5431004, 1.0333412, 0.       ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
