Image ID,Penultimate_Output,GT_Value
00503__00047,"[array([[1.9936879, 2.6348119, 0.       , 0.       ]], dtype=float32)]","[array([[-1.0659149, -6.3238354]], dtype=float32)]"
00503__00048,"[array([[2.028905 , 2.5424254, 0.       , 0.       ]], dtype=float32)]","[array([[-1.0659149, -6.3238354]], dtype=float32)]"
00503__00049,"[array([[2.0616632, 2.4412837, 0.       , 0.       ]], dtype=float32)]","[array([[-1.0659149, -6.3238354]], dtype=float32)]"
00503__00050,"[array([[2.0264378, 2.4715981, 0.       , 0.       ]], dtype=float32)]","[array([[-1.0659149, -6.3238354]], dtype=float32)]"
00503__00051,"[array([[1.5333788, 2.4955487, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.2540908, -7.448798 ]], dtype=float32)]"
00503__00052,"[array([[1.1057653, 2.525901 , 0.       , 0.       ]], dtype=float32)]","[array([[ 0.2540908, -7.448798 ]], dtype=float32)]"
00503__00053,"[array([[1.7671907, 2.250366 , 0.       , 0.       ]], dtype=float32)]","[array([[ 0.2540908, -7.448798 ]], dtype=float32)]"
00503__00054,"[array([[0.9715785, 3.2010233, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.2540908, -7.448798 ]], dtype=float32)]"
00503__00055,"[array([[0.94779646, 2.926762  , 0.252192  , 0.        ]], dtype=float32)]","[array([[ 0.2540908, -7.448798 ]], dtype=float32)]"
00503__00056,"[array([[0.9677273 , 2.6371915 , 0.18054327, 0.        ]], dtype=float32)]","[array([[ 0.2540908, -7.448798 ]], dtype=float32)]"
00503__00057,"[array([[0.8688108, 3.661975 , 0.4477181, 0.       ]], dtype=float32)]","[array([[ 0.2540908, -7.448798 ]], dtype=float32)]"
00503__00058,"[array([[1.1476557, 3.2132263, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.2540908, -7.448798 ]], dtype=float32)]"
00503__00059,"[array([[1.794254, 2.231075, 0.      , 0.      ]], dtype=float32)]","[array([[ 0.2540908, -7.448798 ]], dtype=float32)]"
00503__00060,"[array([[1.7228547, 2.367539 , 0.       , 0.       ]], dtype=float32)]","[array([[ 0.2540908, -7.448798 ]], dtype=float32)]"
00503__00061,"[array([[1.7138124, 2.407345 , 0.       , 0.       ]], dtype=float32)]","[array([[ 0.2540908, -7.448798 ]], dtype=float32)]"
00503__00062,"[array([[1.2518425, 2.390236 , 0.       , 0.       ]], dtype=float32)]","[array([[ 0.2540908, -7.448798 ]], dtype=float32)]"
00503__00063,"[array([[1.4376974, 2.478126 , 0.       , 0.       ]], dtype=float32)]","[array([[ 0.2540908, -7.448798 ]], dtype=float32)]"
00503__00064,"[array([[1.2771676, 2.5278664, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.2540908, -7.448798 ]], dtype=float32)]"
00503__00065,"[array([[1.2287452, 2.3531394, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.2540908, -7.448798 ]], dtype=float32)]"
00503__00066,"[array([[1.429887 , 2.4618704, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.2540908, -7.448798 ]], dtype=float32)]"
00503__00067,"[array([[1.551428, 2.40281 , 0.      , 0.      ]], dtype=float32)]","[array([[ 0.2540908, -7.448798 ]], dtype=float32)]"
00503__00068,"[array([[1.7822015, 2.4249578, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.2540908, -7.448798 ]], dtype=float32)]"
00503__00069,"[array([[0.69287705, 2.8257303 , 0.        , 0.        ]], dtype=float32)]","[array([[ 2.1311784, -9.134756 ]], dtype=float32)]"
00503__00070,"[array([[0.67989933, 2.670186  , 0.        , 0.        ]], dtype=float32)]","[array([[ 2.1311784, -9.134756 ]], dtype=float32)]"
00503__00071,"[array([[0.6664327, 2.844931 , 0.       , 0.       ]], dtype=float32)]","[array([[ 2.1311784, -9.134756 ]], dtype=float32)]"
00503__00072,"[array([[0.78502816, 3.0048137 , 0.        , 0.        ]], dtype=float32)]","[array([[ 2.1311784, -9.134756 ]], dtype=float32)]"
00503__00073,"[array([[0.53423554, 2.6795077 , 0.        , 0.        ]], dtype=float32)]","[array([[ 2.1311784, -9.134756 ]], dtype=float32)]"
00503__00074,"[array([[0.8005718, 2.9350004, 0.       , 0.       ]], dtype=float32)]","[array([[ 2.1311784, -9.134756 ]], dtype=float32)]"
00503__00075,"[array([[0.6878441, 2.6792712, 0.       , 0.       ]], dtype=float32)]","[array([[ 2.1311784, -9.134756 ]], dtype=float32)]"
00503__00076,"[array([[0.57970244, 2.7785    , 0.        , 0.12745857]], dtype=float32)]","[array([[ 2.1311784, -9.134756 ]], dtype=float32)]"
00503__00077,"[array([[0.68348354, 3.1074836 , 0.        , 0.        ]], dtype=float32)]","[array([[ 2.1311784, -9.134756 ]], dtype=float32)]"
00503__00078,"[array([[0.37583756, 3.1374483 , 0.        , 0.        ]], dtype=float32)]","[array([[ 2.1311784, -9.134756 ]], dtype=float32)]"
00503__00079,"[array([[0.84982663, 2.9325309 , 0.        , 0.        ]], dtype=float32)]","[array([[ 2.1311784, -9.134756 ]], dtype=float32)]"
00503__00080,"[array([[0.5003408, 2.8042822, 0.       , 0.       ]], dtype=float32)]","[array([[ 2.1311784, -9.134756 ]], dtype=float32)]"
00503__00081,"[array([[0.45912147, 2.7287064 , 0.        , 0.        ]], dtype=float32)]","[array([[ 2.1311784, -9.134756 ]], dtype=float32)]"
00503__00082,"[array([[0.6812577, 2.8751068, 0.       , 0.       ]], dtype=float32)]","[array([[ 2.1311784, -9.134756 ]], dtype=float32)]"
00503__00083,"[array([[0.6366132, 2.794971 , 0.       , 0.       ]], dtype=float32)]","[array([[ 2.1311784, -9.134756 ]], dtype=float32)]"
00503__00084,"[array([[0.45405948, 2.564936  , 0.        , 0.15559101]], dtype=float32)]","[array([[ 2.1311784, -9.134756 ]], dtype=float32)]"
00503__00085,"[array([[0.43377864, 2.8454504 , 0.        , 0.        ]], dtype=float32)]","[array([[ 2.1311784, -9.134756 ]], dtype=float32)]"
00503__00086,"[array([[1.1156408, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 0.81244856, -8.879865  ]], dtype=float32)]"
00503__00087,"[array([[0.9372026, 1.1235527, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.81244856, -8.879865  ]], dtype=float32)]"
00503__00088,"[array([[0.8249346 , 0.41014028, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.81244856, -8.879865  ]], dtype=float32)]"
00503__00089,"[array([[0.9443353, 0.5468622, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.81244856, -8.879865  ]], dtype=float32)]"
00503__00090,"[array([[0.8443016, 1.2072159, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.81244856, -8.879865  ]], dtype=float32)]"
00503__00091,"[array([[0.8117691, 1.1383743, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.81244856, -8.879865  ]], dtype=float32)]"
00503__00092,"[array([[1.054227 , 1.2189531, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.81244856, -8.879865  ]], dtype=float32)]"
00503__00093,"[array([[0.64677536, 1.1935351 , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.81244856, -8.879865  ]], dtype=float32)]"
00503__00094,"[array([[0.80876374, 0.6938889 , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.81244856, -8.879865  ]], dtype=float32)]"
00503__00095,"[array([[0.97519803, 0.16936344, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.81244856, -8.879865  ]], dtype=float32)]"
00503__00096,"[array([[1.053443 , 1.3007464, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.81244856, -8.879865  ]], dtype=float32)]"
00503__00097,"[array([[0.9070191 , 0.15029705, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.81244856, -8.879865  ]], dtype=float32)]"
00503__00098,"[array([[0.9423227, 1.2837477, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.81244856, -8.879865  ]], dtype=float32)]"
00503__00099,"[array([[1.4478372, 1.5942788, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.81244856, -8.879865  ]], dtype=float32)]"
00503__00100,"[array([[1.672039 , 2.6558714, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.81244856, -8.879865  ]], dtype=float32)]"
00503__00101,"[array([[1.4344242, 2.6627526, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.81244856, -8.879865  ]], dtype=float32)]"
00503__00102,"[array([[1.0604371, 2.8785539, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.81244856, -8.879865  ]], dtype=float32)]"
00503__00103,"[array([[0.        , 0.        , 0.13158947, 0.        ]], dtype=float32)]","[array([[ 3.210664 , -1.8515807]], dtype=float32)]"
00503__00104,"[array([[0.        , 0.62966365, 0.22764716, 0.        ]], dtype=float32)]","[array([[ 3.210664 , -1.8515807]], dtype=float32)]"
00503__00105,"[array([[0.01810861, 1.5471668 , 0.06512025, 0.        ]], dtype=float32)]","[array([[ 3.210664 , -1.8515807]], dtype=float32)]"
00503__00106,"[array([[0.        , 0.66431797, 0.24366066, 0.        ]], dtype=float32)]","[array([[ 3.210664 , -1.8515807]], dtype=float32)]"
00503__00107,"[array([[0.       , 0.5028064, 0.       , 0.       ]], dtype=float32)]","[array([[ 3.210664 , -1.8515807]], dtype=float32)]"
00503__00108,"[array([[0.0757724 , 0.6542208 , 0.09541929, 0.        ]], dtype=float32)]","[array([[ 3.210664 , -1.8515807]], dtype=float32)]"
00503__00109,"[array([[0.        , 1.1260067 , 0.10615182, 0.        ]], dtype=float32)]","[array([[ 3.210664 , -1.8515807]], dtype=float32)]"
00503__00110,"[array([[0.        , 0.468171  , 0.08662573, 0.        ]], dtype=float32)]","[array([[ 3.210664 , -1.8515807]], dtype=float32)]"
00503__00111,"[array([[0.23162067, 0.5355827 , 0.12737483, 0.        ]], dtype=float32)]","[array([[ 3.210664 , -1.8515807]], dtype=float32)]"
00503__00112,"[array([[0.        , 1.0298979 , 0.27656803, 0.        ]], dtype=float32)]","[array([[ 3.210664 , -1.8515807]], dtype=float32)]"
00503__00113,"[array([[0.        , 0.27380496, 0.29381946, 0.        ]], dtype=float32)]","[array([[ 3.210664 , -1.8515807]], dtype=float32)]"
00503__00114,"[array([[0.14015591, 1.0069673 , 0.01884353, 0.        ]], dtype=float32)]","[array([[ 3.210664 , -1.8515807]], dtype=float32)]"
00503__00115,"[array([[0.        , 0.69683737, 0.42900994, 0.        ]], dtype=float32)]","[array([[ 3.210664 , -1.8515807]], dtype=float32)]"
00503__00116,"[array([[0.15145314, 0.7105938 , 0.        , 0.        ]], dtype=float32)]","[array([[ 3.210664 , -1.8515807]], dtype=float32)]"
00503__00117,"[array([[0.15933645, 0.7139547 , 0.19005874, 0.        ]], dtype=float32)]","[array([[ 3.210664 , -1.8515807]], dtype=float32)]"
00503__00118,"[array([[0.        , 0.79757047, 0.        , 0.        ]], dtype=float32)]","[array([[ 3.210664 , -1.8515807]], dtype=float32)]"
00503__00119,"[array([[0.12266183, 0.6780816 , 0.27592686, 0.        ]], dtype=float32)]","[array([[ 3.210664 , -1.8515807]], dtype=float32)]"
00503__00120,"[array([[1.0915082, 2.451528 , 0.       , 0.       ]], dtype=float32)]","[array([[-1.081786, -3.551619]], dtype=float32)]"
00503__00121,"[array([[1.8641198, 1.7724099, 0.       , 0.       ]], dtype=float32)]","[array([[-1.081786, -3.551619]], dtype=float32)]"
00503__00122,"[array([[1.9506028, 1.7651322, 0.       , 0.       ]], dtype=float32)]","[array([[-1.081786, -3.551619]], dtype=float32)]"
00503__00123,"[array([[1.935187 , 1.1395314, 0.       , 0.       ]], dtype=float32)]","[array([[-1.081786, -3.551619]], dtype=float32)]"
00503__00124,"[array([[2.099553 , 0.5330224, 0.       , 0.       ]], dtype=float32)]","[array([[-1.081786, -3.551619]], dtype=float32)]"
00503__00125,"[array([[2.145911 , 0.7621438, 0.       , 0.       ]], dtype=float32)]","[array([[-1.081786, -3.551619]], dtype=float32)]"
00503__00126,"[array([[1.9789875 , 0.46549362, 0.        , 0.        ]], dtype=float32)]","[array([[-1.081786, -3.551619]], dtype=float32)]"
00503__00127,"[array([[2.1434438 , 0.64116037, 0.        , 0.        ]], dtype=float32)]","[array([[-1.081786, -3.551619]], dtype=float32)]"
00503__00128,"[array([[1.977459  , 0.77700853, 0.        , 0.        ]], dtype=float32)]","[array([[-1.081786, -3.551619]], dtype=float32)]"
00503__00129,"[array([[1.8628505, 1.0623783, 0.       , 0.       ]], dtype=float32)]","[array([[-1.081786, -3.551619]], dtype=float32)]"
00503__00130,"[array([[1.6859031, 1.1344632, 0.       , 0.       ]], dtype=float32)]","[array([[-1.081786, -3.551619]], dtype=float32)]"
00503__00131,"[array([[1.7440839, 1.0840286, 0.       , 0.       ]], dtype=float32)]","[array([[-1.081786, -3.551619]], dtype=float32)]"
00503__00132,"[array([[1.7002214, 1.0302767, 0.       , 0.       ]], dtype=float32)]","[array([[-1.081786, -3.551619]], dtype=float32)]"
00503__00133,"[array([[1.7422174 , 0.37000883, 0.        , 0.        ]], dtype=float32)]","[array([[-1.081786, -3.551619]], dtype=float32)]"
00503__00134,"[array([[2.1267557 , 0.28949863, 0.        , 0.        ]], dtype=float32)]","[array([[-1.081786, -3.551619]], dtype=float32)]"
00503__00135,"[array([[1.8543204 , 0.64604604, 0.        , 0.        ]], dtype=float32)]","[array([[-1.081786, -3.551619]], dtype=float32)]"
00503__00136,"[array([[2.1742325 , 0.06989002, 0.        , 0.        ]], dtype=float32)]","[array([[-1.081786, -3.551619]], dtype=float32)]"
00503__00137,"[array([[0.6209121, 1.1526586, 0.       , 0.       ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
00503__00138,"[array([[0.61142606, 0.7077179 , 0.        , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
00503__00139,"[array([[0.51010567, 0.9609053 , 0.        , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
00503__00140,"[array([[0.25022304, 1.6346456 , 0.        , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
00503__00141,"[array([[0.41062963, 1.5898441 , 0.        , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
00503__00142,"[array([[0.6581436 , 0.76934063, 0.        , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
00503__00143,"[array([[0.54997694, 0.80403006, 0.        , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
00503__00144,"[array([[0.44515264, 0.35866445, 0.        , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
00503__00145,"[array([[0.29432535, 1.3129154 , 0.        , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
00503__00146,"[array([[0.4385569 , 0.44651628, 0.        , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
00503__00147,"[array([[0.5223454, 0.7175572, 0.       , 0.       ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
00503__00148,"[array([[0.66578954, 1.1252846 , 0.        , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
00503__00149,"[array([[0.29371607, 0.63643384, 0.03015965, 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
00503__00150,"[array([[0.64609396, 0.66484094, 0.        , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
00503__00151,"[array([[0.5405199, 0.9956884, 0.       , 0.       ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
00503__00152,"[array([[0.47783536, 0.7912612 , 0.        , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
00503__00153,"[array([[0.41716015, 0.9356297 , 0.        , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
00503__00154,"[array([[1.4027084, 0.643425 , 0.       , 0.       ]], dtype=float32)]","[array([[-0.6069761, -2.6818333]], dtype=float32)]"
00503__00155,"[array([[0.9083486, 1.0581554, 0.       , 0.       ]], dtype=float32)]","[array([[-0.6069761, -2.6818333]], dtype=float32)]"
00503__00156,"[array([[0.9334523, 3.4050715, 0.3545353, 0.       ]], dtype=float32)]","[array([[-0.6069761, -2.6818333]], dtype=float32)]"
00503__00157,"[array([[1.8849235, 2.010555 , 0.       , 0.       ]], dtype=float32)]","[array([[-0.6069761, -2.6818333]], dtype=float32)]"
00503__00158,"[array([[0.98443305, 3.2490168 , 0.19268805, 0.        ]], dtype=float32)]","[array([[-0.6069761, -2.6818333]], dtype=float32)]"
00503__00159,"[array([[1.202757 , 1.8843328, 0.       , 0.       ]], dtype=float32)]","[array([[-0.6069761, -2.6818333]], dtype=float32)]"
00503__00160,"[array([[1.5395223, 1.6956148, 0.       , 0.       ]], dtype=float32)]","[array([[-0.6069761, -2.6818333]], dtype=float32)]"
00503__00161,"[array([[1.4917791, 1.3126129, 0.       , 0.       ]], dtype=float32)]","[array([[-0.6069761, -2.6818333]], dtype=float32)]"
00503__00162,"[array([[1.6229846, 1.4995753, 0.       , 0.       ]], dtype=float32)]","[array([[-0.6069761, -2.6818333]], dtype=float32)]"
00503__00163,"[array([[1.8834941, 1.7248955, 0.       , 0.       ]], dtype=float32)]","[array([[-0.6069761, -2.6818333]], dtype=float32)]"
00503__00164,"[array([[1.4521759, 1.6266999, 0.       , 0.       ]], dtype=float32)]","[array([[-0.6069761, -2.6818333]], dtype=float32)]"
00503__00166,"[array([[1.6720814, 1.028837 , 0.       , 0.       ]], dtype=float32)]","[array([[-0.6069761, -2.6818333]], dtype=float32)]"
00503__00167,"[array([[1.4800522 , 0.41862094, 0.        , 0.        ]], dtype=float32)]","[array([[-0.6069761, -2.6818333]], dtype=float32)]"
00503__00168,"[array([[1.7229469, 1.2320753, 0.       , 0.       ]], dtype=float32)]","[array([[-0.6069761, -2.6818333]], dtype=float32)]"
00503__00170,"[array([[1.5719434, 1.1113182, 0.       , 0.       ]], dtype=float32)]","[array([[-0.6069761, -2.6818333]], dtype=float32)]"
00503__00171,"[array([[0.07736015, 0.        , 0.3501961 , 0.        ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
00503__00173,"[array([[0.2662605, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
00503__00174,"[array([[0.        , 0.77418774, 0.22836909, 0.        ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
00503__00175,"[array([[0.        , 1.9762434 , 0.24307922, 0.        ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
00503__00176,"[array([[0.        , 1.5329998 , 0.22921655, 0.        ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
00503__00177,"[array([[0.        , 1.4722108 , 0.10292628, 0.        ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
00503__00178,"[array([[0.       , 0.5734472, 0.5311966, 0.       ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
00503__00179,"[array([[0.18452668, 0.45340616, 0.        , 0.        ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
00503__00180,"[array([[0.        , 1.239325  , 0.33177683, 0.        ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
00503__00181,"[array([[0.22661304, 0.6595229 , 0.22422907, 0.        ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
00503__00182,"[array([[0.3542589 , 0.80882317, 0.00088304, 0.        ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
00503__00183,"[array([[0.9795194 , 0.36643964, 0.        , 0.        ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
00503__00184,"[array([[1.4589113, 0.5803816, 0.       , 0.       ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
00503__00187,"[array([[1.6863513, 0.2461927, 0.       , 0.       ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
00503__00188,"[array([[0.        , 0.00937033, 0.        , 0.        ]], dtype=float32)]","[array([[ 2.9996264, -2.7311144]], dtype=float32)]"
00503__00189,"[array([[0.14355743, 0.6745255 , 0.        , 0.        ]], dtype=float32)]","[array([[ 2.9996264, -2.7311144]], dtype=float32)]"
00503__00190,"[array([[0.41482544, 0.6452559 , 0.        , 0.        ]], dtype=float32)]","[array([[ 2.9996264, -2.7311144]], dtype=float32)]"
00503__00191,"[array([[0.46948105, 0.33373535, 0.        , 0.        ]], dtype=float32)]","[array([[ 2.9996264, -2.7311144]], dtype=float32)]"
00503__00192,"[array([[0.63051283, 0.2855597 , 0.        , 0.        ]], dtype=float32)]","[array([[ 2.9996264, -2.7311144]], dtype=float32)]"
00503__00193,"[array([[0.42433202, 0.22932357, 0.        , 0.        ]], dtype=float32)]","[array([[ 2.9996264, -2.7311144]], dtype=float32)]"
00503__00194,"[array([[0.5658857, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 2.9996264, -2.7311144]], dtype=float32)]"
00503__00195,"[array([[0.19985819, 0.23807567, 0.06482941, 0.        ]], dtype=float32)]","[array([[ 2.9996264, -2.7311144]], dtype=float32)]"
00503__00196,"[array([[0.13597941, 0.34591842, 0.        , 0.        ]], dtype=float32)]","[array([[ 2.9996264, -2.7311144]], dtype=float32)]"
00503__00197,"[array([[0.        , 0.21194482, 0.        , 0.        ]], dtype=float32)]","[array([[ 2.9996264, -2.7311144]], dtype=float32)]"
