Image ID,Penultimate_Output,GT_Value
02301__00024,"[array([[0.64595705, 0.03644812, 0.        , 0.        ]], dtype=float32)]","[array([[-1.237   , -1.426988]], dtype=float32)]"
02301__00025,"[array([[1.3294146, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-1.237   , -1.426988]], dtype=float32)]"
02301__00026,"[array([[0.6182147, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-1.237   , -1.426988]], dtype=float32)]"
02301__00027,"[array([[1.0013578, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-1.237   , -1.426988]], dtype=float32)]"
02301__00028,"[array([[1.3698434, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-1.237   , -1.426988]], dtype=float32)]"
02301__00029,"[array([[0.79920024, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[-1.237   , -1.426988]], dtype=float32)]"
02301__00030,"[array([[0.85518223, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[-1.237   , -1.426988]], dtype=float32)]"
02301__00031,"[array([[1.5327004, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-1.237   , -1.426988]], dtype=float32)]"
02301__00032,"[array([[0.8175277, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-1.237   , -1.426988]], dtype=float32)]"
02301__00033,"[array([[0.3522023, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-1.237   , -1.426988]], dtype=float32)]"
02301__00034,"[array([[0.       , 2.3299038, 1.5888331, 1.795594 ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02301__00035,"[array([[0.       , 2.4070446, 1.5601568, 1.8332876]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02301__00036,"[array([[0.       , 2.3284392, 1.6634264, 2.247032 ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02301__00037,"[array([[0.       , 2.5182426, 1.6371382, 2.2098   ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02301__00038,"[array([[0.       , 2.2304325, 1.5541344, 1.5211191]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02301__00039,"[array([[0.       , 2.4384677, 1.3881183, 1.0076815]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02301__00040,"[array([[0.       , 2.1178403, 1.4987601, 1.1128069]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02301__00041,"[array([[0.       , 2.217825 , 1.5790762, 1.6642647]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02301__00042,"[array([[0.       , 2.1658697, 1.3723804, 0.960895 ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02301__00043,"[array([[0.       , 2.3360472, 1.2492965, 0.6723472]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02301__00045,"[array([[0.        , 1.5684707 , 0.97612846, 0.4129257 ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02301__00046,"[array([[0.       , 1.5777884, 0.9693509, 1.1610065]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02301__00047,"[array([[0.       , 1.5499163, 0.8448418, 0.8575897]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02301__00048,"[array([[0.        , 1.5618665 , 0.9110521 , 0.81640464]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02301__00049,"[array([[0.        , 1.5713062 , 0.10314894, 1.3972723 ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02301__00050,"[array([[0.        , 1.5042427 , 0.74714893, 1.2182792 ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02301__00051,"[array([[0.        , 1.2489158 , 0.        , 0.20457152]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02301__00052,"[array([[0.      , 0.      , 0.      , 1.116839]], dtype=float32)]","[array([[ 1.5779206, -2.743746 ]], dtype=float32)]"
02301__00053,"[array([[0.       , 0.       , 0.       , 0.3023016]], dtype=float32)]","[array([[ 1.5779206, -2.743746 ]], dtype=float32)]"
02301__00054,"[array([[0.        , 0.        , 0.        , 0.42411658]], dtype=float32)]","[array([[ 1.5779206, -2.743746 ]], dtype=float32)]"
02301__00055,"[array([[0.6045663 , 0.38814974, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.5779206, -2.743746 ]], dtype=float32)]"
02301__00056,"[array([[0.        , 0.62872756, 0.        , 0.19128567]], dtype=float32)]","[array([[ 1.5779206, -2.743746 ]], dtype=float32)]"
02301__00057,"[array([[0.       , 0.       , 0.       , 0.7322681]], dtype=float32)]","[array([[ 1.5779206, -2.743746 ]], dtype=float32)]"
02301__00058,"[array([[0.47109783, 0.63632977, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.5779206, -2.743746 ]], dtype=float32)]"
02301__00059,"[array([[0.40387237, 0.31268334, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.5779206, -2.743746 ]], dtype=float32)]"
02301__00060,"[array([[0.        , 0.5725347 , 0.        , 0.12095419]], dtype=float32)]","[array([[ 1.5779206, -2.743746 ]], dtype=float32)]"
02301__00061,"[array([[0.00630663, 1.2064929 , 0.        , 0.        ]], dtype=float32)]","[array([[ 1.5779206, -2.743746 ]], dtype=float32)]"
02301__00062,"[array([[0.12344925, 1.2425385 , 0.        , 0.        ]], dtype=float32)]","[array([[ 1.5779206, -2.743746 ]], dtype=float32)]"
02301__00063,"[array([[0.        , 0.8086464 , 0.        , 0.29738927]], dtype=float32)]","[array([[ 1.5779206, -2.743746 ]], dtype=float32)]"
02301__00064,"[array([[0.       , 0.5868454, 0.       , 0.7008198]], dtype=float32)]","[array([[ 1.5779206, -2.743746 ]], dtype=float32)]"
02301__00065,"[array([[0.        , 0.25437534, 0.        , 0.6433429 ]], dtype=float32)]","[array([[ 1.5779206, -2.743746 ]], dtype=float32)]"
02301__00066,"[array([[0.        , 0.        , 0.        , 0.90355355]], dtype=float32)]","[array([[ 1.5779206, -2.743746 ]], dtype=float32)]"
02301__00067,"[array([[0.        , 0.36136794, 0.        , 0.18775478]], dtype=float32)]","[array([[ 1.5779206, -2.743746 ]], dtype=float32)]"
02301__00068,"[array([[0.       , 1.1811131, 0.       , 0.4228385]], dtype=float32)]","[array([[ 1.5779206, -2.743746 ]], dtype=float32)]"
02301__00069,"[array([[0.1950516, 1.2623916, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.5779206, -2.743746 ]], dtype=float32)]"
02301__00070,"[array([[0.05820547, 1.6856579 , 0.5836381 , 0.        ]], dtype=float32)]","[array([[ 3.2632387, -8.817045 ]], dtype=float32)]"
02301__00072,"[array([[0.7988635 , 0.34869814, 0.        , 0.        ]], dtype=float32)]","[array([[ 3.2632387, -8.817045 ]], dtype=float32)]"
02301__00073,"[array([[0.       , 2.1801834, 1.317145 , 0.7356573]], dtype=float32)]","[array([[ 3.2632387, -8.817045 ]], dtype=float32)]"
02301__00074,"[array([[0.       , 1.9502863, 1.1334887, 2.2145236]], dtype=float32)]","[array([[ 3.2632387, -8.817045 ]], dtype=float32)]"
02301__00075,"[array([[0.26960844, 1.6264037 , 0.46142805, 0.        ]], dtype=float32)]","[array([[ 0.6049163, -8.925325 ]], dtype=float32)]"
02301__00076,"[array([[0.3776278 , 1.481147  , 0.61848515, 0.        ]], dtype=float32)]","[array([[ 0.6049163, -8.925325 ]], dtype=float32)]"
02301__00077,"[array([[0.        , 1.4330347 , 0.        , 0.11184947]], dtype=float32)]","[array([[ 0.6049163, -8.925325 ]], dtype=float32)]"
02301__00078,"[array([[0.99525195, 1.7118615 , 0.6860851 , 0.        ]], dtype=float32)]","[array([[ 0.6049163, -8.925325 ]], dtype=float32)]"
02301__00079,"[array([[0.14152052, 0.18109584, 0.        , 0.        ]], dtype=float32)]","[array([[-1.1466027, -2.0411797]], dtype=float32)]"
02301__00080,"[array([[1.1265488, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-1.1466027, -2.0411797]], dtype=float32)]"
02301__00081,"[array([[1.111254  , 0.14996886, 0.        , 0.        ]], dtype=float32)]","[array([[-1.1466027, -2.0411797]], dtype=float32)]"
02301__00082,"[array([[1.5027077 , 0.43597198, 0.        , 0.        ]], dtype=float32)]","[array([[-1.1466027, -2.0411797]], dtype=float32)]"
02301__00083,"[array([[1.0746908 , 0.65095896, 0.        , 0.        ]], dtype=float32)]","[array([[-1.1466027, -2.0411797]], dtype=float32)]"
02301__00084,"[array([[0.9599411 , 0.21327317, 0.        , 0.        ]], dtype=float32)]","[array([[-1.1466027, -2.0411797]], dtype=float32)]"
02301__00085,"[array([[1.1336371 , 0.26220274, 0.        , 0.        ]], dtype=float32)]","[array([[-1.1466027, -2.0411797]], dtype=float32)]"
02301__00086,"[array([[1.901164  , 0.38089752, 0.        , 0.        ]], dtype=float32)]","[array([[-1.1466027, -2.0411797]], dtype=float32)]"
02301__00087,"[array([[0.90430945, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[-1.1466027, -2.0411797]], dtype=float32)]"
02301__00088,"[array([[0.66431403, 0.4862504 , 0.        , 0.        ]], dtype=float32)]","[array([[-1.1466027, -2.0411797]], dtype=float32)]"
02301__00089,"[array([[1.5002242 , 0.08112693, 0.        , 0.        ]], dtype=float32)]","[array([[-1.1466027, -2.0411797]], dtype=float32)]"
02301__00090,"[array([[1.8217733 , 0.40015626, 0.        , 0.        ]], dtype=float32)]","[array([[-1.1466027, -2.0411797]], dtype=float32)]"
02301__00091,"[array([[1.7166781, 0.4357878, 0.       , 0.       ]], dtype=float32)]","[array([[-1.1466027, -2.0411797]], dtype=float32)]"
02301__00092,"[array([[0.9520653 , 0.27150965, 0.        , 0.        ]], dtype=float32)]","[array([[-1.1466027, -2.0411797]], dtype=float32)]"
02301__00093,"[array([[1.193244 , 1.0676188, 0.       , 0.       ]], dtype=float32)]","[array([[-1.1466027, -2.0411797]], dtype=float32)]"
02301__00094,"[array([[0.7135985, 1.2298952, 0.       , 0.       ]], dtype=float32)]","[array([[-1.1466027, -2.0411797]], dtype=float32)]"
02301__00095,"[array([[0.91510504, 0.8593127 , 0.        , 0.        ]], dtype=float32)]","[array([[-1.1466027, -2.0411797]], dtype=float32)]"
02301__00096,"[array([[0.95953315, 0.6283077 , 0.        , 0.        ]], dtype=float32)]","[array([[-1.1466027, -2.0411797]], dtype=float32)]"
02301__00097,"[array([[0.39300108, 1.8341286 , 1.1232705 , 0.        ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02301__00098,"[array([[0.1720678, 1.5056067, 0.729039 , 0.       ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02301__00099,"[array([[0.        , 1.8309895 , 0.9745879 , 0.11920187]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02301__00100,"[array([[0.20174952, 1.8604552 , 1.1550255 , 0.        ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02301__00101,"[array([[0.03938852, 1.5939134 , 0.823573  , 0.        ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02301__00102,"[array([[0.        , 1.7329268 , 0.99979293, 0.        ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02301__00103,"[array([[0.02928062, 1.9567394 , 1.0596411 , 0.        ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02301__00104,"[array([[0.38769072, 1.8214381 , 1.1932219 , 0.        ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02301__00105,"[array([[0.21614982, 1.887219  , 1.171924  , 0.        ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02301__00106,"[array([[0.54029363, 1.6287287 , 0.6506643 , 0.        ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02301__00107,"[array([[0.        , 1.664392  , 0.54437834, 0.08060784]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02301__00108,"[array([[0.        , 1.7106868 , 0.81145173, 0.04368202]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02301__00109,"[array([[0.        , 1.6521074 , 1.0751307 , 0.05701663]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02301__00110,"[array([[1.1624851, 1.7609208, 1.0557423, 0.       ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02301__00111,"[array([[0.6094586 , 1.6015053 , 0.91051507, 0.        ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02301__00112,"[array([[0.        , 1.6997502 , 0.710777  , 0.15768197]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02301__00113,"[array([[0.       , 1.9196391, 1.0933335, 0.1473715]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02301__00114,"[array([[0.       , 1.02728  , 0.       , 0.1711641]], dtype=float32)]","[array([[ 2.9448779, -3.450745 ]], dtype=float32)]"
02301__00115,"[array([[0.       , 0.774503 , 0.       , 1.0213318]], dtype=float32)]","[array([[ 2.9448779, -3.450745 ]], dtype=float32)]"
02301__00116,"[array([[0.       , 1.2908101, 0.       , 1.4916089]], dtype=float32)]","[array([[ 2.9448779, -3.450745 ]], dtype=float32)]"
02301__00117,"[array([[0.        , 0.8391041 , 0.        , 0.76352763]], dtype=float32)]","[array([[ 2.9448779, -3.450745 ]], dtype=float32)]"
02301__00118,"[array([[0.        , 0.944902  , 0.        , 0.76517993]], dtype=float32)]","[array([[ 2.9448779, -3.450745 ]], dtype=float32)]"
02301__00119,"[array([[0.       , 2.5006819, 1.2634043, 0.9773908]], dtype=float32)]","[array([[ 2.9448779, -3.450745 ]], dtype=float32)]"
02301__00120,"[array([[0.       , 1.8210888, 1.3911   , 0.2688382]], dtype=float32)]","[array([[ 2.9448779, -3.450745 ]], dtype=float32)]"
02301__00121,"[array([[0.       , 1.653831 , 1.0778556, 0.7613484]], dtype=float32)]","[array([[ 2.9448779, -3.450745 ]], dtype=float32)]"
02301__00122,"[array([[0.       , 0.7560003, 0.       , 0.2863704]], dtype=float32)]","[array([[ 2.9448779, -3.450745 ]], dtype=float32)]"
02301__00123,"[array([[0.        , 0.77652544, 0.        , 0.53301   ]], dtype=float32)]","[array([[ 2.9448779, -3.450745 ]], dtype=float32)]"
02301__00124,"[array([[0.        , 0.7622943 , 0.        , 0.37450126]], dtype=float32)]","[array([[ 2.9448779, -3.450745 ]], dtype=float32)]"
02301__00125,"[array([[0.        , 0.73929614, 0.        , 0.59103864]], dtype=float32)]","[array([[ 2.9448779, -3.450745 ]], dtype=float32)]"
02301__00126,"[array([[0.        , 0.4758699 , 0.        , 0.81536204]], dtype=float32)]","[array([[ 2.9448779, -3.450745 ]], dtype=float32)]"
02301__00127,"[array([[0.       , 0.6116092, 0.       , 1.1728985]], dtype=float32)]","[array([[ 2.9448779, -3.450745 ]], dtype=float32)]"
02301__00128,"[array([[0.        , 0.85366774, 0.        , 0.999197  ]], dtype=float32)]","[array([[ 2.9448779, -3.450745 ]], dtype=float32)]"
02301__00129,"[array([[0.       , 0.7110092, 0.       , 1.3270849]], dtype=float32)]","[array([[ 2.9448779, -3.450745 ]], dtype=float32)]"
02301__00130,"[array([[0.       , 0.4392979, 0.       , 0.9067349]], dtype=float32)]","[array([[ 2.9448779, -3.450745 ]], dtype=float32)]"
02301__00131,"[array([[0.7340827, 1.8325592, 1.4257803, 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02301__00132,"[array([[0.6051585, 2.0424874, 1.4176396, 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02301__00133,"[array([[0.3662138, 2.0700521, 1.3011007, 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02301__00134,"[array([[1.1095357, 2.2069077, 1.4491789, 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02301__00135,"[array([[0.        , 1.966264  , 1.2773578 , 0.02560256]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02301__00136,"[array([[1.0995187, 1.9963045, 1.4590997, 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02301__00137,"[array([[0.        , 2.1370873 , 1.3603679 , 0.08794512]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02301__00138,"[array([[0.       , 1.9865818, 1.3565611, 0.1659172]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02301__00139,"[array([[0.5600197, 2.2921605, 1.4013678, 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02301__00140,"[array([[1.3748779, 2.1090815, 1.4751475, 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02301__00141,"[array([[1.4342859, 2.3437319, 1.4650067, 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02301__00142,"[array([[1.1899056, 2.0115287, 1.465476 , 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02301__00143,"[array([[0.37443995, 1.9400373 , 1.3899064 , 0.        ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02301__00144,"[array([[1.3042566, 2.3496928, 1.4573208, 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02301__00145,"[array([[1.3098077, 2.4527874, 1.4525156, 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02301__00146,"[array([[0.5802572, 2.0385163, 1.4158715, 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02301__00147,"[array([[0.        , 1.6981556 , 1.1553115 , 0.33254808]], dtype=float32)]","[array([[ 2.4810355, -6.1975994]], dtype=float32)]"
02301__00148,"[array([[0.       , 1.5692606, 0.9335225, 1.287221 ]], dtype=float32)]","[array([[ 2.4810355, -6.1975994]], dtype=float32)]"
02301__00149,"[array([[0.        , 1.7167552 , 1.2358416 , 0.80924314]], dtype=float32)]","[array([[ 2.4810355, -6.1975994]], dtype=float32)]"
02301__00150,"[array([[0.        , 1.646699  , 1.1143123 , 0.13243513]], dtype=float32)]","[array([[ 2.4810355, -6.1975994]], dtype=float32)]"
02301__00151,"[array([[0.       , 1.6656251, 1.117265 , 0.4714663]], dtype=float32)]","[array([[ 2.4810355, -6.1975994]], dtype=float32)]"
02301__00152,"[array([[0.        , 2.084176  , 1.4241836 , 0.63885427]], dtype=float32)]","[array([[ 2.4810355, -6.1975994]], dtype=float32)]"
02301__00153,"[array([[0.       , 1.8010956, 1.288132 , 1.00443  ]], dtype=float32)]","[array([[ 2.4810355, -6.1975994]], dtype=float32)]"
02301__00154,"[array([[0.       , 1.8146337, 0.9705819, 0.7771503]], dtype=float32)]","[array([[ 2.4810355, -6.1975994]], dtype=float32)]"
02301__00155,"[array([[0.        , 1.6335632 , 1.0864558 , 0.05055591]], dtype=float32)]","[array([[ 2.4810355, -6.1975994]], dtype=float32)]"
02301__00156,"[array([[0.        , 1.5449903 , 0.84402114, 0.8990723 ]], dtype=float32)]","[array([[ 2.4810355, -6.1975994]], dtype=float32)]"
02301__00157,"[array([[0.       , 1.7205756, 1.2220197, 1.0571433]], dtype=float32)]","[array([[ 2.4810355, -6.1975994]], dtype=float32)]"
02301__00158,"[array([[0.       , 1.661109 , 1.1351235, 0.914828 ]], dtype=float32)]","[array([[ 2.4810355, -6.1975994]], dtype=float32)]"
02301__00159,"[array([[0.        , 1.8290248 , 1.3508344 , 0.94817454]], dtype=float32)]","[array([[ 2.4810355, -6.1975994]], dtype=float32)]"
02301__00160,"[array([[0.        , 1.9612213 , 1.3379449 , 0.55640745]], dtype=float32)]","[array([[ 2.4810355, -6.1975994]], dtype=float32)]"
02301__00161,"[array([[0.       , 1.6690611, 1.1141398, 1.1503646]], dtype=float32)]","[array([[ 2.4810355, -6.1975994]], dtype=float32)]"
02301__00162,"[array([[0.       , 1.7179571, 1.2447399, 1.1806206]], dtype=float32)]","[array([[ 2.4810355, -6.1975994]], dtype=float32)]"
02301__00163,"[array([[0.        , 1.7496909 , 1.2344017 , 0.17741391]], dtype=float32)]","[array([[ 2.4810355, -6.1975994]], dtype=float32)]"
02301__00164,"[array([[0.01102994, 1.7639203 , 1.0292888 , 0.        ]], dtype=float32)]","[array([[-0.7010517, -6.0213766]], dtype=float32)]"
02301__00165,"[array([[0.10485081, 1.6744153 , 0.87865245, 0.        ]], dtype=float32)]","[array([[-0.7010517, -6.0213766]], dtype=float32)]"
02301__00166,"[array([[0.3266256, 1.5469091, 0.9477046, 0.       ]], dtype=float32)]","[array([[-0.7010517, -6.0213766]], dtype=float32)]"
02301__00167,"[array([[0.        , 1.7002835 , 0.9525285 , 0.07526471]], dtype=float32)]","[array([[-0.7010517, -6.0213766]], dtype=float32)]"
02301__00168,"[array([[0.5284429, 1.8094363, 1.1391574, 0.       ]], dtype=float32)]","[array([[-0.7010517, -6.0213766]], dtype=float32)]"
02301__00169,"[array([[0.44048166, 1.6337458 , 0.8444145 , 0.        ]], dtype=float32)]","[array([[-0.7010517, -6.0213766]], dtype=float32)]"
02301__00170,"[array([[0.49166  , 1.7029421, 1.4060206, 0.       ]], dtype=float32)]","[array([[-0.7010517, -6.0213766]], dtype=float32)]"
02301__00171,"[array([[0.72481745, 1.7532129 , 0.97889614, 0.        ]], dtype=float32)]","[array([[-0.7010517, -6.0213766]], dtype=float32)]"
02301__00172,"[array([[0.19419108, 1.597083  , 1.0151408 , 0.        ]], dtype=float32)]","[array([[-0.7010517, -6.0213766]], dtype=float32)]"
02301__00173,"[array([[0.83604425, 1.9331524 , 1.4414676 , 0.        ]], dtype=float32)]","[array([[-0.7010517, -6.0213766]], dtype=float32)]"
02301__00174,"[array([[0.48874384, 1.5746439 , 1.1118937 , 0.        ]], dtype=float32)]","[array([[-0.7010517, -6.0213766]], dtype=float32)]"
02301__00175,"[array([[0.84564716, 1.5078562 , 0.81461847, 0.        ]], dtype=float32)]","[array([[-0.7010517, -6.0213766]], dtype=float32)]"
02301__00176,"[array([[0.6019413, 1.5697511, 1.0985436, 0.       ]], dtype=float32)]","[array([[-0.7010517, -6.0213766]], dtype=float32)]"
02301__00177,"[array([[0.989937  , 1.5185922 , 0.88056344, 0.        ]], dtype=float32)]","[array([[-0.7010517, -6.0213766]], dtype=float32)]"
02301__00178,"[array([[0.5056778, 1.5210334, 0.8456875, 0.       ]], dtype=float32)]","[array([[-0.7010517, -6.0213766]], dtype=float32)]"
02301__00179,"[array([[0.49017423, 1.7302682 , 1.2208328 , 0.        ]], dtype=float32)]","[array([[-0.7010517, -6.0213766]], dtype=float32)]"
02301__00180,"[array([[0.17162822, 1.6744721 , 1.3292912 , 0.        ]], dtype=float32)]","[array([[-0.7010517, -6.0213766]], dtype=float32)]"
02301__00181,"[array([[0.54308826, 1.629563  , 1.2033577 , 0.        ]], dtype=float32)]","[array([[-0.7010517, -6.0213766]], dtype=float32)]"
02301__00182,"[array([[0.        , 2.0443766 , 0.98144853, 0.505228  ]], dtype=float32)]","[array([[ 2.5444305, -5.1552114]], dtype=float32)]"
02301__00183,"[array([[0.        , 1.8584563 , 1.3745551 , 0.33698565]], dtype=float32)]","[array([[ 2.5444305, -5.1552114]], dtype=float32)]"
02301__00184,"[array([[0.        , 2.2956471 , 1.3113079 , 0.95666236]], dtype=float32)]","[array([[ 2.5444305, -5.1552114]], dtype=float32)]"
02301__00185,"[array([[0.        , 2.1193814 , 1.0631827 , 0.67817485]], dtype=float32)]","[array([[ 2.5444305, -5.1552114]], dtype=float32)]"
02301__00186,"[array([[0.        , 1.7126049 , 0.97037536, 0.34519556]], dtype=float32)]","[array([[ 2.5444305, -5.1552114]], dtype=float32)]"
02301__00187,"[array([[0.       , 1.9612648, 1.2051939, 1.0803794]], dtype=float32)]","[array([[ 2.5444305, -5.1552114]], dtype=float32)]"
