Image ID,Penultimate_Output,GT_Value
02078__00084,"[array([[0.        , 0.11099064, 0.        , 2.2174945 ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02078__00086,"[array([[0.       , 0.7276182, 0.       , 1.7898227]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02078__00087,"[array([[0.        , 0.46337438, 0.        , 2.1711721 ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02078__00088,"[array([[0.       , 0.9850133, 0.       , 2.1012592]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02078__00090,"[array([[0.       , 1.02948  , 0.       , 1.6351434]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02078__00091,"[array([[0.        , 0.93333125, 0.        , 1.4897994 ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02078__00092,"[array([[0.       , 1.2068763, 0.       , 1.6859537]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02078__00093,"[array([[0.       , 0.4491756, 0.       , 1.7265881]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02078__00094,"[array([[0.       , 0.7452263, 0.       , 1.6463099]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02078__00095,"[array([[0.        , 0.04202771, 0.        , 0.9356689 ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02078__00096,"[array([[0.        , 0.49056828, 0.        , 1.2465162 ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02078__00097,"[array([[0.        , 0.55438066, 0.        , 0.9985722 ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02078__00098,"[array([[0.        , 0.42755592, 0.        , 0.73715454]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02078__00099,"[array([[0.        , 0.76829267, 0.        , 1.20791   ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02078__00100,"[array([[0.       , 1.7191249, 1.2588353, 2.0629992]], dtype=float32)]","[array([[ 2.9814525, -7.3531337]], dtype=float32)]"
02078__00101,"[array([[0.       , 1.5931638, 1.0555637, 2.3258083]], dtype=float32)]","[array([[ 2.9814525, -7.3531337]], dtype=float32)]"
02078__00102,"[array([[0.       , 1.8542253, 1.2214162, 2.8329527]], dtype=float32)]","[array([[ 2.9814525, -7.3531337]], dtype=float32)]"
02078__00103,"[array([[0.       , 2.0883956, 1.6036942, 2.679511 ]], dtype=float32)]","[array([[ 2.9814525, -7.3531337]], dtype=float32)]"
02078__00104,"[array([[0.       , 1.5730306, 0.9695927, 2.1452012]], dtype=float32)]","[array([[ 2.9814525, -7.3531337]], dtype=float32)]"
02078__00105,"[array([[0.       , 1.8163831, 1.1952769, 2.4983177]], dtype=float32)]","[array([[ 2.9814525, -7.3531337]], dtype=float32)]"
02078__00106,"[array([[0.       , 1.9951127, 1.3276759, 2.3524308]], dtype=float32)]","[array([[ 2.9814525, -7.3531337]], dtype=float32)]"
02078__00114,"[array([[0.       , 2.0864725, 1.433989 , 2.7573159]], dtype=float32)]","[array([[ 2.9814525, -7.3531337]], dtype=float32)]"
02078__00115,"[array([[0.       , 1.7558982, 1.189467 , 2.3463   ]], dtype=float32)]","[array([[ 2.9814525, -7.3531337]], dtype=float32)]"
02078__00116,"[array([[0.       , 1.8680158, 1.3230274, 2.2914693]], dtype=float32)]","[array([[ 2.9814525, -7.3531337]], dtype=float32)]"
02078__00117,"[array([[0.       , 1.6462761, 1.0909367, 1.6327885]], dtype=float32)]","[array([[ 2.2033582, -6.499417 ]], dtype=float32)]"
02078__00118,"[array([[0.       , 1.4869869, 0.5559754, 2.3096611]], dtype=float32)]","[array([[ 2.2033582, -6.499417 ]], dtype=float32)]"
02078__00119,"[array([[0.       , 1.5278639, 0.7765633, 1.7435706]], dtype=float32)]","[array([[ 2.2033582, -6.499417 ]], dtype=float32)]"
02078__00120,"[array([[0.        , 1.5412906 , 0.81841195, 2.2010329 ]], dtype=float32)]","[array([[ 2.2033582, -6.499417 ]], dtype=float32)]"
02078__00121,"[array([[0.       , 1.942539 , 1.2397293, 1.5944492]], dtype=float32)]","[array([[ 2.2033582, -6.499417 ]], dtype=float32)]"
02078__00122,"[array([[0.        , 1.7424693 , 1.3504786 , 0.16161776]], dtype=float32)]","[array([[ 2.2033582, -6.499417 ]], dtype=float32)]"
02078__00123,"[array([[0.36895466, 1.6253804 , 1.2556993 , 0.        ]], dtype=float32)]","[array([[ 2.2033582, -6.499417 ]], dtype=float32)]"
02078__00124,"[array([[0.        , 1.5538756 , 0.73300683, 1.507541  ]], dtype=float32)]","[array([[ 2.2033582, -6.499417 ]], dtype=float32)]"
02078__00125,"[array([[0.        , 1.5382605 , 0.81873006, 1.8853196 ]], dtype=float32)]","[array([[ 2.2033582, -6.499417 ]], dtype=float32)]"
02078__00126,"[array([[0.       , 1.5418925, 0.8460504, 1.6608475]], dtype=float32)]","[array([[ 2.2033582, -6.499417 ]], dtype=float32)]"
02078__00127,"[array([[0.       , 1.5711066, 0.9768053, 1.7921592]], dtype=float32)]","[array([[ 2.2033582, -6.499417 ]], dtype=float32)]"
02078__00128,"[array([[0.       , 1.62518  , 1.0810139, 1.9658676]], dtype=float32)]","[array([[ 2.2033582, -6.499417 ]], dtype=float32)]"
02078__00129,"[array([[0.       , 1.7365327, 1.105317 , 1.974843 ]], dtype=float32)]","[array([[ 2.2033582, -6.499417 ]], dtype=float32)]"
02078__00130,"[array([[0.       , 1.632575 , 1.0253986, 2.1061866]], dtype=float32)]","[array([[ 2.2033582, -6.499417 ]], dtype=float32)]"
02078__00131,"[array([[0.       , 1.8561566, 1.2773812, 2.1635487]], dtype=float32)]","[array([[ 2.2033582, -6.499417 ]], dtype=float32)]"
02078__00132,"[array([[0.       , 1.659891 , 1.0661095, 1.8026648]], dtype=float32)]","[array([[ 2.2033582, -6.499417 ]], dtype=float32)]"
02078__00133,"[array([[0.       , 1.5412709, 0.8292849, 1.962376 ]], dtype=float32)]","[array([[ 2.2033582, -6.499417 ]], dtype=float32)]"
02078__00134,"[array([[0.       , 1.8683956, 1.2539661, 1.0704194]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00135,"[array([[0.       , 1.8437877, 1.2576332, 1.6067805]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00136,"[array([[0.       , 1.7757485, 1.2356455, 1.2865626]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00137,"[array([[0.        , 1.6266034 , 0.91093737, 1.2693913 ]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00138,"[array([[0.        , 1.6154791 , 0.84481835, 0.7463264 ]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00139,"[array([[0.       , 1.758914 , 1.2859879, 1.317597 ]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00140,"[array([[0.       , 2.1041374, 1.3949159, 1.4161346]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00141,"[array([[0.        , 1.6094987 , 0.83340794, 1.3635279 ]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00142,"[array([[0.       , 1.7899567, 1.0865264, 1.2020952]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00143,"[array([[0.       , 1.5932705, 0.8797834, 0.6049394]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00144,"[array([[0.       , 1.8876692, 1.2689244, 0.       ]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00145,"[array([[0.        , 2.0749502 , 1.1939998 , 0.63430846]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00146,"[array([[0.       , 2.0374265, 1.427276 , 1.231988 ]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00147,"[array([[0.       , 1.7469213, 1.0626073, 1.3269854]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00148,"[array([[0.       , 1.9893488, 1.2048805, 1.770004 ]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00149,"[array([[0.       , 1.8207119, 1.2550552, 1.1673033]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00150,"[array([[0.        , 1.5486307 , 0.87461716, 1.4079502 ]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00151,"[array([[0.        , 0.87705976, 0.        , 0.6399682 ]], dtype=float32)]","[array([[ 0.03140728, -5.9588304 ]], dtype=float32)]"
02078__00152,"[array([[0.       , 1.1139771, 0.       , 1.0766525]], dtype=float32)]","[array([[ 0.03140728, -5.9588304 ]], dtype=float32)]"
02078__00153,"[array([[0.        , 0.48307407, 0.        , 0.46180466]], dtype=float32)]","[array([[ 0.03140728, -5.9588304 ]], dtype=float32)]"
02078__00154,"[array([[0.       , 1.0777564, 0.       , 0.6398295]], dtype=float32)]","[array([[ 0.03140728, -5.9588304 ]], dtype=float32)]"
02078__00155,"[array([[0.85184413, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.03140728, -5.9588304 ]], dtype=float32)]"
02078__00156,"[array([[0.07193135, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.03140728, -5.9588304 ]], dtype=float32)]"
02078__00157,"[array([[0.25473344, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.03140728, -5.9588304 ]], dtype=float32)]"
02078__00158,"[array([[0.        , 0.        , 0.        , 0.32963115]], dtype=float32)]","[array([[ 0.03140728, -5.9588304 ]], dtype=float32)]"
02078__00159,"[array([[0.46815097, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.03140728, -5.9588304 ]], dtype=float32)]"
02078__00160,"[array([[0.50661874, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.03140728, -5.9588304 ]], dtype=float32)]"
02078__00161,"[array([[0.05766128, 0.        , 0.        , 0.02810384]], dtype=float32)]","[array([[ 0.03140728, -5.9588304 ]], dtype=float32)]"
02078__00162,"[array([[0.13954361, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.03140728, -5.9588304 ]], dtype=float32)]"
02078__00163,"[array([[0.9680229, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 0.03140728, -5.9588304 ]], dtype=float32)]"
02078__00164,"[array([[0.        , 0.01153529, 0.        , 0.8138315 ]], dtype=float32)]","[array([[ 0.03140728, -5.9588304 ]], dtype=float32)]"
02078__00165,"[array([[0.        , 0.93936384, 0.        , 0.9029591 ]], dtype=float32)]","[array([[ 0.03140728, -5.9588304 ]], dtype=float32)]"
02078__00168,"[array([[0.       , 1.0707597, 0.       , 1.188587 ]], dtype=float32)]","[array([[ 0.03140728, -5.9588304 ]], dtype=float32)]"
02078__00169,"[array([[0.        , 1.4330492 , 0.34275472, 0.42612445]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00170,"[array([[0.       , 0.8849784, 0.       , 1.0450035]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00171,"[array([[0.        , 0.18098867, 0.        , 1.2560613 ]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00175,"[array([[0.        , 0.        , 0.        , 0.04463172]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00176,"[array([[0.      , 0.      , 0.      , 0.521407]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00177,"[array([[0.       , 2.2921505, 1.578484 , 1.9822514]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00178,"[array([[0.       , 3.6646361, 0.9265485, 1.793112 ]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00179,"[array([[0.       , 3.5968194, 1.1429594, 2.4418054]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00180,"[array([[0.        , 3.9808846 , 0.83715105, 2.2697341 ]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00181,"[array([[0.       , 3.8850179, 0.9537411, 2.3735852]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00182,"[array([[0.       , 3.668178 , 0.9900681, 2.052437 ]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00183,"[array([[0.       , 3.5258946, 1.1043934, 2.2613957]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00184,"[array([[0.       , 3.4797451, 1.1882757, 2.3872983]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00185,"[array([[0.       , 3.607392 , 1.1081953, 2.299215 ]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00186,"[array([[0.       , 2.6280262, 1.302626 , 1.4304178]], dtype=float32)]","[array([[ 0.92604494, -9.559612  ]], dtype=float32)]"
02078__00187,"[array([[0.       , 2.5717754, 1.2788486, 1.0421482]], dtype=float32)]","[array([[ 0.92604494, -9.559612  ]], dtype=float32)]"
02078__00188,"[array([[0.       , 2.3238235, 1.395082 , 1.288115 ]], dtype=float32)]","[array([[ 0.92604494, -9.559612  ]], dtype=float32)]"
02078__00190,"[array([[0.       , 2.7446847, 1.0993952, 1.0898205]], dtype=float32)]","[array([[ 0.92604494, -9.559612  ]], dtype=float32)]"
02078__00191,"[array([[0.       , 2.8888144, 1.0421925, 0.6503606]], dtype=float32)]","[array([[ 0.92604494, -9.559612  ]], dtype=float32)]"
02078__00192,"[array([[0.       , 2.7177577, 1.1468132, 1.1936353]], dtype=float32)]","[array([[ 0.92604494, -9.559612  ]], dtype=float32)]"
02078__00193,"[array([[0.       , 2.7862606, 1.1458917, 1.4227824]], dtype=float32)]","[array([[ 0.92604494, -9.559612  ]], dtype=float32)]"
02078__00194,"[array([[0.       , 2.6815877, 1.1786398, 0.8015428]], dtype=float32)]","[array([[ 0.92604494, -9.559612  ]], dtype=float32)]"
02078__00195,"[array([[0.        , 3.0397372 , 0.90919125, 1.1978215 ]], dtype=float32)]","[array([[ 0.92604494, -9.559612  ]], dtype=float32)]"
02078__00196,"[array([[0.       , 2.987006 , 1.2249017, 1.7470938]], dtype=float32)]","[array([[ 0.92604494, -9.559612  ]], dtype=float32)]"
02078__00197,"[array([[0.       , 3.1594899, 1.025884 , 1.7922573]], dtype=float32)]","[array([[ 0.92604494, -9.559612  ]], dtype=float32)]"
02078__00198,"[array([[0.       , 3.1152644, 1.0850295, 1.781708 ]], dtype=float32)]","[array([[ 0.92604494, -9.559612  ]], dtype=float32)]"
02078__00199,"[array([[0.       , 3.0764465, 1.0317501, 1.8154476]], dtype=float32)]","[array([[ 0.92604494, -9.559612  ]], dtype=float32)]"
02078__00200,"[array([[0.        , 3.4662828 , 0.96393955, 1.6142583 ]], dtype=float32)]","[array([[ 0.92604494, -9.559612  ]], dtype=float32)]"
02078__00201,"[array([[0.       , 3.291451 , 0.9971286, 1.4940876]], dtype=float32)]","[array([[ 0.92604494, -9.559612  ]], dtype=float32)]"
02078__00202,"[array([[0.       , 2.936909 , 1.1347337, 1.1716347]], dtype=float32)]","[array([[ 0.92604494, -9.559612  ]], dtype=float32)]"
02078__00203,"[array([[0.       , 3.1965861, 1.1114833, 1.594889 ]], dtype=float32)]","[array([[ 0.92604494, -9.559612  ]], dtype=float32)]"
02078__00204,"[array([[0.       , 1.7528851, 1.0803201, 1.1845555]], dtype=float32)]","[array([[ 1.630624, -7.024787]], dtype=float32)]"
02078__00205,"[array([[0.       , 1.7331482, 1.1528401, 1.246491 ]], dtype=float32)]","[array([[ 1.630624, -7.024787]], dtype=float32)]"
02078__00206,"[array([[0.       , 1.6639448, 1.0955782, 1.231501 ]], dtype=float32)]","[array([[ 1.630624, -7.024787]], dtype=float32)]"
02078__00207,"[array([[0.       , 1.9587452, 1.415938 , 1.7614411]], dtype=float32)]","[array([[ 1.630624, -7.024787]], dtype=float32)]"
