Image ID,Penultimate_Output,GT_Value
03183__00019,"[array([[0.       , 2.2431302, 1.0689325, 0.3595773]], dtype=float32)]","[array([[-0.969375, -7.525975]], dtype=float32)]"
03183__00020,"[array([[0.39761674, 2.439167  , 0.9912786 , 0.        ]], dtype=float32)]","[array([[-0.969375, -7.525975]], dtype=float32)]"
03183__00021,"[array([[0.32842952, 1.5841277 , 0.9829124 , 0.        ]], dtype=float32)]","[array([[-0.969375, -7.525975]], dtype=float32)]"
03183__00022,"[array([[0.22783025, 2.4290836 , 1.0953083 , 0.        ]], dtype=float32)]","[array([[-0.969375, -7.525975]], dtype=float32)]"
03183__00023,"[array([[0.73279095, 2.9698646 , 0.8820374 , 0.        ]], dtype=float32)]","[array([[-0.969375, -7.525975]], dtype=float32)]"
03183__00024,"[array([[0.15734105, 2.5614727 , 1.0321176 , 0.        ]], dtype=float32)]","[array([[-0.969375, -7.525975]], dtype=float32)]"
03183__00025,"[array([[1.1420708, 2.7490234, 0.8594666, 0.       ]], dtype=float32)]","[array([[-0.969375, -7.525975]], dtype=float32)]"
03183__00026,"[array([[0.7325642, 2.7824545, 0.9912834, 0.       ]], dtype=float32)]","[array([[-0.969375, -7.525975]], dtype=float32)]"
03183__00027,"[array([[0.        , 2.826343  , 0.9356802 , 0.50966847]], dtype=float32)]","[array([[-0.969375, -7.525975]], dtype=float32)]"
03183__00028,"[array([[0.36269832, 3.2639985 , 0.70808846, 0.        ]], dtype=float32)]","[array([[-0.969375, -7.525975]], dtype=float32)]"
03183__00029,"[array([[0.3310486 , 0.29343855, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.6581997, -3.758385 ]], dtype=float32)]"
03183__00030,"[array([[0.        , 0.30904686, 0.        , 0.627477  ]], dtype=float32)]","[array([[ 0.6581997, -3.758385 ]], dtype=float32)]"
03183__00031,"[array([[0.11775072, 0.97939456, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.6581997, -3.758385 ]], dtype=float32)]"
03183__00032,"[array([[0.10977127, 0.21204984, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.6581997, -3.758385 ]], dtype=float32)]"
03183__00033,"[array([[0.14625894, 0.12537432, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.6581997, -3.758385 ]], dtype=float32)]"
03183__00034,"[array([[0.        , 0.38002908, 0.        , 0.42293125]], dtype=float32)]","[array([[ 0.6581997, -3.758385 ]], dtype=float32)]"
03183__00035,"[array([[0.        , 0.32738042, 0.        , 0.31457   ]], dtype=float32)]","[array([[ 0.6581997, -3.758385 ]], dtype=float32)]"
03183__00036,"[array([[0.       , 0.8000622, 0.       , 0.79214  ]], dtype=float32)]","[array([[ 0.6581997, -3.758385 ]], dtype=float32)]"
03183__00037,"[array([[0.        , 1.3928976 , 0.        , 0.16987911]], dtype=float32)]","[array([[ 0.6581997, -3.758385 ]], dtype=float32)]"
03183__00038,"[array([[0.        , 0.19235408, 0.        , 0.9735157 ]], dtype=float32)]","[array([[ 0.6581997, -3.758385 ]], dtype=float32)]"
03183__00039,"[array([[0.        , 0.6907382 , 0.        , 0.07652503]], dtype=float32)]","[array([[ 0.6581997, -3.758385 ]], dtype=float32)]"
03183__00040,"[array([[0.       , 0.6733743, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.6581997, -3.758385 ]], dtype=float32)]"
03183__00041,"[array([[0.       , 1.2590026, 0.       , 0.2024222]], dtype=float32)]","[array([[ 0.6581997, -3.758385 ]], dtype=float32)]"
03183__00042,"[array([[0.5272594, 0.9180996, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.6581997, -3.758385 ]], dtype=float32)]"
03183__00043,"[array([[0.08884178, 1.1156245 , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.6581997, -3.758385 ]], dtype=float32)]"
03183__00044,"[array([[0.       , 2.6629903, 1.0803084, 1.0866914]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
03183__00045,"[array([[0.        , 3.1395593 , 0.93267393, 1.4316069 ]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
03183__00046,"[array([[0.        , 2.9191742 , 0.95236886, 1.2174597 ]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
03183__00047,"[array([[0.       , 2.430793 , 1.1357043, 1.1106544]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
03183__00048,"[array([[0.        , 2.523273  , 0.4740535 , 0.18405542]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
03183__00049,"[array([[0.        , 1.9787651 , 0.12228298, 0.5075041 ]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
03183__00050,"[array([[0.78632116, 0.78137255, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
03183__00051,"[array([[1.3811644 , 1.3188728 , 0.01088262, 0.        ]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
03183__00052,"[array([[0.8895034 , 0.97641915, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
03183__00053,"[array([[0.54894525, 1.2344868 , 0.        , 0.        ]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
03183__00054,"[array([[0.07262193, 1.4495571 , 0.52151775, 0.        ]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
03183__00055,"[array([[0.697808 , 1.9000456, 1.0808365, 0.       ]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
03183__00056,"[array([[1.039948 , 1.6654593, 0.4575891, 0.       ]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
03183__00057,"[array([[0.28576738, 1.7047338 , 0.6472299 , 0.        ]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
03183__00058,"[array([[0.04299103, 1.3393681 , 0.0840894 , 0.        ]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
03183__00059,"[array([[0.5305217, 1.0882388, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
03183__00060,"[array([[0.3429299, 1.1045614, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
03183__00061,"[array([[0.46126282, 1.1691711 , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
03183__00062,"[array([[0.698776 , 1.5022972, 0.7925758, 0.       ]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
03183__00063,"[array([[0.53017217, 1.1164566 , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
03183__00064,"[array([[0.        , 0.93595153, 0.        , 0.02950771]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
03183__00065,"[array([[0.02917066, 0.612756  , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
03183__00066,"[array([[0.43884277, 1.5408115 , 0.97870684, 0.        ]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
03183__00067,"[array([[0.73869145, 1.3637366 , 0.19092846, 0.        ]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
03183__00068,"[array([[0.03114861, 1.160488  , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
03183__00069,"[array([[0.4680363, 1.2817798, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
03183__00070,"[array([[0.61075   , 1.3729187 , 0.24353874, 0.        ]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
03183__00071,"[array([[0.47091776, 1.4203502 , 0.41059726, 0.        ]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
03183__00072,"[array([[0.60119027, 1.3018081 , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
03183__00073,"[array([[0.56303877, 1.0611758 , 0.        , 0.        ]], dtype=float32)]","[array([[-0.43623254, -3.8506503 ]], dtype=float32)]"
03183__00074,"[array([[0.5315701 , 0.64214504, 0.        , 0.        ]], dtype=float32)]","[array([[-0.43623254, -3.8506503 ]], dtype=float32)]"
03183__00075,"[array([[0.9577046 , 0.56146896, 0.        , 0.        ]], dtype=float32)]","[array([[-0.43623254, -3.8506503 ]], dtype=float32)]"
03183__00076,"[array([[0.6230057 , 0.25012517, 0.        , 0.        ]], dtype=float32)]","[array([[-0.43623254, -3.8506503 ]], dtype=float32)]"
03183__00077,"[array([[1.1451244, 0.7256465, 0.       , 0.       ]], dtype=float32)]","[array([[-0.43623254, -3.8506503 ]], dtype=float32)]"
03183__00078,"[array([[0.5458525, 0.932862 , 0.       , 0.       ]], dtype=float32)]","[array([[-0.43623254, -3.8506503 ]], dtype=float32)]"
03183__00079,"[array([[0.7478778, 0.9918079, 0.       , 0.       ]], dtype=float32)]","[array([[-0.43623254, -3.8506503 ]], dtype=float32)]"
03183__00080,"[array([[0.6888754, 1.2851868, 0.       , 0.       ]], dtype=float32)]","[array([[-0.43623254, -3.8506503 ]], dtype=float32)]"
03183__00081,"[array([[0.        , 1.3322788 , 0.        , 0.25750825]], dtype=float32)]","[array([[-0.43623254, -3.8506503 ]], dtype=float32)]"
03183__00082,"[array([[0.0000000e+00, 1.3438354e+00, 2.1934509e-05, 2.4948066e-01]],
      dtype=float32)]","[array([[-0.43623254, -3.8506503 ]], dtype=float32)]"
03183__00083,"[array([[0.8501608 , 1.4141927 , 0.39738083, 0.        ]], dtype=float32)]","[array([[-0.43623254, -3.8506503 ]], dtype=float32)]"
03183__00084,"[array([[0.7995586 , 1.3688369 , 0.23307395, 0.        ]], dtype=float32)]","[array([[-0.43623254, -3.8506503 ]], dtype=float32)]"
03183__00085,"[array([[0.71745694, 0.5120952 , 0.        , 0.        ]], dtype=float32)]","[array([[-0.43623254, -3.8506503 ]], dtype=float32)]"
03183__00086,"[array([[1.231645, 1.18168 , 0.      , 0.      ]], dtype=float32)]","[array([[-0.43623254, -3.8506503 ]], dtype=float32)]"
03183__00087,"[array([[0.7436233, 1.1874013, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.      , -9.467451]], dtype=float32)]"
03183__00088,"[array([[1.2105322, 1.1817142, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.      , -9.467451]], dtype=float32)]"
03183__00089,"[array([[0.69040805, 0.98085195, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.      , -9.467451]], dtype=float32)]"
03183__00090,"[array([[0.8718068 , 1.3389752 , 0.08604598, 0.        ]], dtype=float32)]","[array([[ 0.      , -9.467451]], dtype=float32)]"
03183__00091,"[array([[0.7724101, 0.7430078, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.      , -9.467451]], dtype=float32)]"
03183__00092,"[array([[1.4038064 , 0.92952776, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.      , -9.467451]], dtype=float32)]"
03183__00093,"[array([[0.9925466 , 1.501749  , 0.82653457, 0.        ]], dtype=float32)]","[array([[ 0.      , -9.467451]], dtype=float32)]"
03183__00094,"[array([[0.17584543, 1.8589857 , 1.0826671 , 0.        ]], dtype=float32)]","[array([[ 0.      , -9.467451]], dtype=float32)]"
03183__00095,"[array([[0.9923901, 1.4471625, 0.5512721, 0.       ]], dtype=float32)]","[array([[ 0.      , -9.467451]], dtype=float32)]"
03183__00096,"[array([[0.50877625, 1.552404  , 1.0336161 , 0.        ]], dtype=float32)]","[array([[ 0.      , -9.467451]], dtype=float32)]"
03183__00097,"[array([[0.65573174, 1.6978004 , 1.3103473 , 0.        ]], dtype=float32)]","[array([[ 0.      , -9.467451]], dtype=float32)]"
03183__00098,"[array([[0.88526505, 2.026586  , 1.2803665 , 0.        ]], dtype=float32)]","[array([[ 0.      , -9.467451]], dtype=float32)]"
03183__00099,"[array([[1.125761 , 1.5762888, 1.013272 , 0.       ]], dtype=float32)]","[array([[ 0.      , -9.467451]], dtype=float32)]"
03183__00100,"[array([[0.94008225, 1.745076  , 1.4592657 , 0.        ]], dtype=float32)]","[array([[ 0.      , -9.467451]], dtype=float32)]"
03183__00101,"[array([[0.68763316, 1.3927765 , 0.29168987, 0.        ]], dtype=float32)]","[array([[ 1.8642656, -8.756939 ]], dtype=float32)]"
03183__00102,"[array([[0.69656366, 0.93874836, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.8642656, -8.756939 ]], dtype=float32)]"
03183__00103,"[array([[0.31738043, 0.9072719 , 0.        , 0.        ]], dtype=float32)]","[array([[ 1.8642656, -8.756939 ]], dtype=float32)]"
03183__00104,"[array([[0.36272383, 1.3483996 , 0.02213979, 0.        ]], dtype=float32)]","[array([[ 1.8642656, -8.756939 ]], dtype=float32)]"
03183__00105,"[array([[0.7658649, 1.2632321, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.8642656, -8.756939 ]], dtype=float32)]"
03183__00106,"[array([[0.        , 1.4107828 , 0.27281892, 0.26153386]], dtype=float32)]","[array([[ 1.8642656, -8.756939 ]], dtype=float32)]"
03183__00107,"[array([[0.79089785, 1.5463619 , 1.0372735 , 0.        ]], dtype=float32)]","[array([[ 1.8642656, -8.756939 ]], dtype=float32)]"
03183__00108,"[array([[0.01710702, 1.6094954 , 1.0235584 , 0.        ]], dtype=float32)]","[array([[ 1.8642656, -8.756939 ]], dtype=float32)]"
03183__00109,"[array([[0.       , 2.7441483, 0.7124696, 0.6134478]], dtype=float32)]","[array([[ 1.8642656, -8.756939 ]], dtype=float32)]"
03183__00110,"[array([[0.        , 1.5188051 , 0.75000644, 0.6537492 ]], dtype=float32)]","[array([[ 1.8642656, -8.756939 ]], dtype=float32)]"
03183__00111,"[array([[0.63376206, 2.6324196 , 0.99542224, 0.        ]], dtype=float32)]","[array([[ 1.8642656, -8.756939 ]], dtype=float32)]"
03183__00112,"[array([[0.        , 2.0737407 , 0.9315169 , 0.57082653]], dtype=float32)]","[array([[ 1.8642656, -8.756939 ]], dtype=float32)]"
03183__00113,"[array([[0.23569839, 1.1382153 , 0.        , 0.        ]], dtype=float32)]","[array([[ 1.8642656, -8.756939 ]], dtype=float32)]"
03183__00114,"[array([[0.03954549, 0.8734754 , 0.        , 0.        ]], dtype=float32)]","[array([[ 1.8642656, -8.756939 ]], dtype=float32)]"
03183__00115,"[array([[0.4985178 , 0.66726583, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.8642656, -8.756939 ]], dtype=float32)]"
03183__00116,"[array([[0.85234684, 1.3855736 , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
03183__00117,"[array([[0.       , 0.9200749, 0.       , 0.6157118]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
03183__00118,"[array([[0.10998516, 0.8683609 , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
03183__00119,"[array([[0.        , 0.74199575, 0.        , 0.0369609 ]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
03183__00120,"[array([[0.        , 1.7606759 , 0.        , 0.32016537]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
03183__00121,"[array([[0.28026468, 1.4739621 , 0.08237207, 0.        ]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
03183__00122,"[array([[0.        , 1.5277101 , 0.80275244, 0.55625236]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
03183__00123,"[array([[0.        , 1.2702733 , 0.        , 0.21307158]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
03183__00124,"[array([[0.03509259, 1.8947477 , 0.41071177, 0.        ]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
03183__00125,"[array([[0.4406482, 1.4983996, 0.7636218, 0.       ]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
03183__00126,"[array([[0.        , 1.5074457 , 0.7446259 , 0.09612506]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
03183__00127,"[array([[0.61703324, 1.9916718 , 0.9015541 , 0.        ]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
03183__00128,"[array([[0.21042325, 1.8199742 , 0.95533764, 0.        ]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
03183__00129,"[array([[0.47038567, 1.501012  , 0.76971203, 0.        ]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
03183__00130,"[array([[0.        , 1.4819425 , 0.5994231 , 0.31238967]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
03183__00131,"[array([[0.74014693, 0.86098284, 0.        , 0.        ]], dtype=float32)]","[array([[-0.5138555, -2.5388103]], dtype=float32)]"
03183__00132,"[array([[0.46435374, 0.68373126, 0.        , 0.        ]], dtype=float32)]","[array([[-0.5138555, -2.5388103]], dtype=float32)]"
03183__00133,"[array([[0.8480405 , 0.87180877, 0.        , 0.        ]], dtype=float32)]","[array([[-0.5138555, -2.5388103]], dtype=float32)]"
03183__00134,"[array([[0.8356436, 0.9099751, 0.       , 0.       ]], dtype=float32)]","[array([[-0.5138555, -2.5388103]], dtype=float32)]"
03183__00135,"[array([[0.8367457 , 0.86707217, 0.        , 0.        ]], dtype=float32)]","[array([[-0.5138555, -2.5388103]], dtype=float32)]"
03183__00136,"[array([[0.23496847, 1.0658405 , 0.        , 0.        ]], dtype=float32)]","[array([[-0.5138555, -2.5388103]], dtype=float32)]"
03183__00137,"[array([[0.26955074, 1.045677  , 0.        , 0.        ]], dtype=float32)]","[array([[-0.5138555, -2.5388103]], dtype=float32)]"
03183__00138,"[array([[0.27601975, 1.3138037 , 0.        , 0.        ]], dtype=float32)]","[array([[-0.5138555, -2.5388103]], dtype=float32)]"
03183__00139,"[array([[0.46279818, 1.2009214 , 0.        , 0.        ]], dtype=float32)]","[array([[-0.5138555, -2.5388103]], dtype=float32)]"
03183__00140,"[array([[0.6214013 , 1.4328848 , 0.45640397, 0.        ]], dtype=float32)]","[array([[-0.5138555, -2.5388103]], dtype=float32)]"
03183__00141,"[array([[0.6409012, 0.8296482, 0.       , 0.       ]], dtype=float32)]","[array([[-0.5138555, -2.5388103]], dtype=float32)]"
03183__00142,"[array([[1.3047223 , 0.87807965, 0.        , 0.        ]], dtype=float32)]","[array([[-0.5138555, -2.5388103]], dtype=float32)]"
03183__00143,"[array([[0.9552925 , 0.66635656, 0.        , 0.        ]], dtype=float32)]","[array([[-0.5138555, -2.5388103]], dtype=float32)]"
03183__00144,"[array([[0.512543  , 0.22153795, 0.        , 0.        ]], dtype=float32)]","[array([[-0.5138555, -2.5388103]], dtype=float32)]"
03183__00145,"[array([[0.69257724, 0.957131  , 0.        , 0.        ]], dtype=float32)]","[array([[ 1.7092862, -2.9548507]], dtype=float32)]"
03183__00146,"[array([[0.5454689, 1.3092754, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.7092862, -2.9548507]], dtype=float32)]"
03183__00147,"[array([[0.14196546, 1.4754703 , 0.62369573, 0.        ]], dtype=float32)]","[array([[ 1.7092862, -2.9548507]], dtype=float32)]"
03183__00148,"[array([[0.       , 1.1839352, 0.       , 0.855129 ]], dtype=float32)]","[array([[ 1.7092862, -2.9548507]], dtype=float32)]"
03183__00149,"[array([[0.        , 1.5065823 , 0.69715077, 0.7366048 ]], dtype=float32)]","[array([[ 1.7092862, -2.9548507]], dtype=float32)]"
03183__00150,"[array([[0.       , 1.3411267, 0.       , 1.1516182]], dtype=float32)]","[array([[ 1.7092862, -2.9548507]], dtype=float32)]"
03183__00151,"[array([[0.       , 1.2703638, 0.       , 0.5877156]], dtype=float32)]","[array([[ 1.7092862, -2.9548507]], dtype=float32)]"
03183__00152,"[array([[0.        , 1.4634999 , 0.47968733, 0.7967068 ]], dtype=float32)]","[array([[ 1.7092862, -2.9548507]], dtype=float32)]"
03183__00153,"[array([[0.        , 1.4416512 , 0.37744492, 0.5977433 ]], dtype=float32)]","[array([[ 1.7092862, -2.9548507]], dtype=float32)]"
03183__00154,"[array([[0.        , 1.3356752 , 0.        , 0.77618265]], dtype=float32)]","[array([[ 1.7092862, -2.9548507]], dtype=float32)]"
03183__00155,"[array([[0.       , 1.1953425, 0.       , 0.5815292]], dtype=float32)]","[array([[ 1.7092862, -2.9548507]], dtype=float32)]"
03183__00156,"[array([[0.        , 1.233528  , 0.        , 0.68981475]], dtype=float32)]","[array([[ 1.7092862, -2.9548507]], dtype=float32)]"
03183__00157,"[array([[0.       , 0.866872 , 0.       , 0.5858399]], dtype=float32)]","[array([[ 1.7092862, -2.9548507]], dtype=float32)]"
03183__00158,"[array([[0.26973093, 0.89793617, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.7092862, -2.9548507]], dtype=float32)]"
03183__00159,"[array([[0.553591  , 0.46879852, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.47589442, -3.0465467 ]], dtype=float32)]"
03183__00160,"[array([[0.8998901 , 0.40123916, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.47589442, -3.0465467 ]], dtype=float32)]"
03183__00161,"[array([[0.879484  , 0.47224092, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.47589442, -3.0465467 ]], dtype=float32)]"
03183__00162,"[array([[0.81640846, 0.71131456, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.47589442, -3.0465467 ]], dtype=float32)]"
03183__00163,"[array([[0.58516884, 0.7197778 , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.47589442, -3.0465467 ]], dtype=float32)]"
03183__00164,"[array([[0.86785144, 0.6670854 , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.47589442, -3.0465467 ]], dtype=float32)]"
03183__00165,"[array([[0.64839506, 1.0717571 , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.47589442, -3.0465467 ]], dtype=float32)]"
03183__00166,"[array([[0.05794366, 0.8279031 , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.47589442, -3.0465467 ]], dtype=float32)]"
03183__00167,"[array([[0.31142342, 0.9157543 , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.47589442, -3.0465467 ]], dtype=float32)]"
03183__00168,"[array([[0.03023961, 0.3638059 , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.47589442, -3.0465467 ]], dtype=float32)]"
03183__00169,"[array([[0.41788703, 1.1950212 , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.47589442, -3.0465467 ]], dtype=float32)]"
03183__00170,"[array([[0.51616496, 1.2752912 , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.47589442, -3.0465467 ]], dtype=float32)]"
03183__00171,"[array([[0.34853727, 0.92180765, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.47589442, -3.0465467 ]], dtype=float32)]"
03183__00172,"[array([[0.       , 0.4546013, 0.       , 0.2855228]], dtype=float32)]","[array([[ 0.47589442, -3.0465467 ]], dtype=float32)]"
03183__00173,"[array([[1.0160749 , 0.11864758, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.47589442, -3.0465467 ]], dtype=float32)]"
03183__00174,"[array([[0.66032153, 1.586083  , 1.2184843 , 0.        ]], dtype=float32)]","[array([[ 0.14472593, -7.1324153 ]], dtype=float32)]"
03183__00175,"[array([[0.        , 2.0723677 , 1.2875153 , 0.09836134]], dtype=float32)]","[array([[ 0.14472593, -7.1324153 ]], dtype=float32)]"
03183__00176,"[array([[0.564194 , 1.5335542, 0.9611726, 0.       ]], dtype=float32)]","[array([[ 0.14472593, -7.1324153 ]], dtype=float32)]"
03183__00177,"[array([[0.47555256, 2.084035  , 1.1534889 , 0.        ]], dtype=float32)]","[array([[ 0.14472593, -7.1324153 ]], dtype=float32)]"
03183__00178,"[array([[0.38348585, 1.7352792 , 1.0992111 , 0.        ]], dtype=float32)]","[array([[ 0.14472593, -7.1324153 ]], dtype=float32)]"
03183__00179,"[array([[0.72890824, 1.8283074 , 1.0649452 , 0.        ]], dtype=float32)]","[array([[ 0.14472593, -7.1324153 ]], dtype=float32)]"
03183__00180,"[array([[0.08665107, 2.0157306 , 1.2906833 , 0.        ]], dtype=float32)]","[array([[ 0.14472593, -7.1324153 ]], dtype=float32)]"
03183__00181,"[array([[0.4689228, 1.5510669, 1.0323792, 0.       ]], dtype=float32)]","[array([[ 0.14472593, -7.1324153 ]], dtype=float32)]"
03183__00182,"[array([[0.14945532, 1.4210296 , 0.4309578 , 0.        ]], dtype=float32)]","[array([[ 0.14472593, -7.1324153 ]], dtype=float32)]"
